연번,호선,고유역번호(외부역코드),역명,수송연월,환승유입인원수
94,4,409,당고개,2022-01,123508
95,4,410,상계,2022-01,222529
96,4,411,노원(4),2022-01,189463
97,4,412,창동,2022-01,392660
98,4,413,쌍문,2022-01,365565
99,4,414,수유,2022-01,460074
100,4,415,미아,2022-01,182186
101,4,416,미아사거리,2022-01,350556
102,4,417,길음,2022-01,266994
103,4,418,성신여대입구,2022-01,252933
104,4,419,한성대입구,2022-01,193736
105,4,420,혜화,2022-01,545233
106,4,421,동대문(4),2022-01,265991
107,4,422,동대문역사문화공원(4),2022-01,111470
108,4,423,충무로(4),2022-01,313448
109,4,424,명동,2022-01,310014
110,4,425,회현,2022-01,411778
111,4,426,서울역(4),2022-01,255157
112,4,427,숙대입구,2022-01,177281
113,4,428,삼각지(4),2022-01,71748
114,4,429,신용산,2022-01,261604
115,4,430,이촌,2022-01,146051
116,4,431,동작,2022-01,26890
117,4,432,이수(총신대입구),2022-01,388071
118,4,433,사당(4),2022-01,282198
119,4,434,남태령,2022-01,17926
120,5,2511,방화,2022-01,76743
121,5,2512,개화산,2022-01,63283
122,5,2513,김포공항(5),2022-01,80639
123,5,2514,송정,2022-01,55815
124,5,2515,마곡,2022-01,112131
125,5,2516,발산,2022-01,218132
126,5,2517,우장산,2022-01,159188
127,5,2518,화곡,2022-01,311601
128,5,2519,까치산(5),2022-01,398992
129,5,2520,신정,2022-01,132873
130,5,2521,목동,2022-01,227708
131,5,2522,오목교,2022-01,303694
132,5,2523,양평(5),2022-01,87947
133,5,2524,영등포구청(5),2022-01,21055
134,5,2525,영등포시장,2022-01,112046
135,5,2526,신길(5),2022-01,45761
136,5,2527,여의도(5),2022-01,351820
137,5,2528,여의나루,2022-01,147629
138,5,2529,마포,2022-01,217870
139,5,2530,공덕(5),2022-01,167355
140,5,2531,애오개,2022-01,92250
141,5,2532,충정로(5),2022-01,49019
142,5,2533,서대문,2022-01,240101
143,5,2534,광화문,2022-01,344914
144,5,2535,종로3가(5),2022-01,130106
145,5,2536,을지로4가(5),2022-01,36202
146,5,2537,동대문역사문화공원(5),2022-01,33459
147,5,2538,청구(5),2022-01,38191
148,5,2539,신금호,2022-01,92782
149,5,2540,행당,2022-01,104518
150,5,2541,왕십리(5),2022-01,27040
151,5,2542,마장,2022-01,71605
152,5,2543,답십리,2022-01,220245
153,5,2544,장한평,2022-01,298460
154,5,2545,군자(5),2022-01,132455
155,5,2546,아차산,2022-01,206649
156,5,2547,광나루,2022-01,145001
157,5,2548,천호(5),2022-01,193351
158,5,2549,강동,2022-01,267337
159,5,2550,길동,2022-01,110469
160,5,2551,굽은다리,2022-01,117732
161,5,2552,명일,2022-01,106604
162,5,2553,고덕,2022-01,108710
163,5,2554,상일동,2022-01,187487
164,5,2555,둔촌동,2022-01,126303
165,5,2556,올림픽공원(5),2022-01,44731
166,5,2557,방이,2022-01,95499
167,5,2558,오금(5),2022-01,31873
168,5,2559,개롱,2022-01,85926
169,5,2560,거여,2022-01,126112
170,5,2561,마천,2022-01,103716
171,5,2562,강일,2022-01,47111
172,5,2563,미사,2022-01,188198
173,5,2564,하남풍산,2022-01,44461
174,5,2565,하남시청,2022-01,61732
175,5,2566,하남검단산,2022-01,54210
176,6,2611,응암,2022-01,270711
177,6,2612,역촌,2022-01,63571
178,6,2613,불광(6),2022-01,44084
179,6,2614,독바위,2022-01,41713
180,6,2616,구산,2022-01,89776
181,6,2617,새절,2022-01,181710
182,6,2618,증산,2022-01,154945
183,6,2619,디지털미디어시티(6),2022-01,204430
184,6,2620,월드컵경기장,2022-01,49575
185,6,2621,마포구청,2022-01,185028
186,6,2622,망원,2022-01,242529
187,6,2623,합정(6),2022-01,99224
188,6,2624,상수,2022-01,151596
189,6,2625,광흥창,2022-01,108980
190,6,2626,대흥,2022-01,109584
191,6,2627,공덕(6),2022-01,203868
192,6,2628,효창공원앞,2022-01,90042
193,6,2629,삼각지(6),2022-01,54766
194,6,2630,녹사평,2022-01,75217
195,6,2631,이태원,2022-01,186555
196,6,2632,한강진,2022-01,163566
197,6,2633,버티고개,2022-01,33723
198,6,2634,약수(6),2022-01,48856
199,6,2635,청구(6),2022-01,40999
200,6,2636,신당(6),2022-01,102732
201,6,2637,동묘앞(6),2022-01,124115
202,6,2638,창신,2022-01,49397
203,6,2639,보문,2022-01,94808
204,6,2640,안암,2022-01,163511
205,6,2641,고려대,2022-01,120792
206,6,2642,월곡,2022-01,190470
207,6,2643,상월곡,2022-01,95702
208,6,2644,돌곶이,2022-01,147759
209,6,2645,석계(6),2022-01,217211
210,6,2646,태릉입구(6),2022-01,76557
211,6,2647,화랑대,2022-01,158592
212,6,2648,봉화산,2022-01,144692
213,7,2711,장암,2022-01,11696
214,7,2712,도봉산(7),2022-01,130120
215,7,2713,수락산,2022-01,168971
216,7,2714,마들,2022-01,174547
217,7,2715,노원(7),2022-01,200097
218,7,2716,중계,2022-01,178681
219,7,2717,하계,2022-01,225475
220,7,2718,공릉,2022-01,158624
221,7,2719,태릉입구(7),2022-01,80274
222,7,2720,먹골,2022-01,131353
223,7,2721,중화,2022-01,128626
224,7,2722,상봉(7),2022-01,203861
225,7,2723,면목,2022-01,208621
226,7,2724,사가정,2022-01,218718
227,7,2725,용마산,2022-01,86852
228,7,2726,중곡,2022-01,149535
229,7,2727,군자(7),2022-01,123455
230,7,2728,어린이대공원,2022-01,165983
231,7,2729,건대입구(7),2022-01,123564
232,7,2730,뚝섬유원지,2022-01,92733
233,7,2731,청담,2022-01,219046
234,7,2732,강남구청,2022-01,169162
235,7,2733,학동,2022-01,303776
236,7,2734,논현,2022-01,221986
237,7,2735,반포,2022-01,53476
238,7,2736,고속터미널(7),2022-01,148226
239,7,2737,내방,2022-01,178709
240,7,2738,이수(7),2022-01,194259
241,7,2739,남성,2022-01,133777
242,7,2740,숭실대입구,2022-01,135285
243,7,2741,상도,2022-01,117867
244,7,2742,장승배기,2022-01,97328
245,7,2743,신대방삼거리,2022-01,187984
246,7,2744,보라매,2022-01,116936
247,7,2745,신풍,2022-01,139869
248,7,2746,대림(7),2022-01,100583
249,7,2747,남구로,2022-01,233098
250,7,2748,가산디지털단지(7),2022-01,699316
251,7,2749,철산,2022-01,336978
252,7,2750,광명사거리,2022-01,326276
253,7,2751,천왕,2022-01,133446
254,7,2752,온수(7),2022-01,103610
255,8,2811,암사,2022-01,289768
256,8,2812,천호(8),2022-01,217385
257,8,2813,강동구청,2022-01,180831
258,8,2814,몽촌토성,2022-01,99515
259,8,2815,잠실(8),2022-01,205863
260,8,2816,석촌(8),2022-01,144747
261,8,2817,송파,2022-01,127237
262,8,2818,가락시장(8),2022-01,113978
263,8,2819,문정,2022-01,395708
264,8,2820,장지,2022-01,285581
265,8,2821,복정(8),2022-01,160772
266,8,2822,산성,2022-01,80781
267,8,2823,남한산성입구,2022-01,193004
268,8,2824,단대오거리,2022-01,159262
269,8,2825,신흥,2022-01,67028
270,8,2826,수진,2022-01,71391
271,8,2827,모란(8),2022-01,18374
272,8,2828,남위례,2022-01,63435
273,9,4126,언주,2022-01,222111
274,9,4127,선정릉,2022-01,207946
275,9,4128,삼성중앙,2022-01,138394
276,9,4129,봉은사,2022-01,337414
277,9,4130,종합운동장(9),2022-01,90495
278,9,4131,삼전,2022-01,131601
279,9,4132,석촌고분,2022-01,120949
280,9,4133,석촌(9),2022-01,148091
281,9,4134,송파나루,2022-01,106554
282,9,4135,한성백제,2022-01,39047
283,9,4136,올림픽공원(9),2022-01,126872
284,9,4137,둔촌오륜,2022-01,15525
285,9,4138,중앙보훈병원,2022-01,174856
286,1,150,서울역(1),2022-02,594902
287,1,151,시청(1),2022-02,346804
288,1,152,종각,2022-02,558866
289,1,153,종로3가(1),2022-02,307372
290,1,154,종로5가,2022-02,384579
291,1,155,동대문(1),2022-02,149025
292,1,156,신설동(1),2022-02,190393
293,1,157,제기동,2022-02,273652
294,1,158,청량리,2022-02,316060
295,1,159,동묘앞(1),2022-02,138658
296,2,201,시청(2),2022-02,234056
297,2,202,을지로입구,2022-02,416751
298,2,203,을지로3가(2),2022-02,222779
299,2,204,을지로4가(2),2022-02,108467
300,2,205,동대문역사문화공원(2),2022-02,93662
301,2,206,신당(2),2022-02,146337
302,2,207,상왕십리,2022-02,153522
303,2,208,왕십리(2),2022-02,124934
304,2,209,한양대,2022-02,82622
305,2,210,뚝섬,2022-02,276208
306,2,211,성수,2022-02,484482
307,2,212,건대입구(2),2022-02,288966
308,2,213,구의,2022-02,208308
309,2,214,강변,2022-02,228431
310,2,215,잠실나루,2022-02,124678
311,2,216,잠실(2),2022-02,529539
312,2,217,잠실새내,2022-02,182893
313,2,218,종합운동장(2),2022-02,70235
314,2,219,삼성,2022-02,470730
315,2,220,선릉,2022-02,413081
316,2,221,역삼,2022-02,550327
317,2,222,강남,2022-02,731226
318,2,223,교대(2),2022-02,283220
319,2,224,서초,2022-02,180286
320,2,225,방배,2022-02,130116
321,2,226,사당(2),2022-02,296123
322,2,227,낙성대,2022-02,247582
323,2,228,서울대입구,2022-02,424508
324,2,229,봉천,2022-02,199611
325,2,230,신림,2022-02,592548
326,2,231,신대방,2022-02,256641
327,2,232,구로디지털단지,2022-02,587889
328,2,233,대림(2),2022-02,213577
329,2,234,신도림,2022-02,545155
330,2,235,문래,2022-02,241465
331,2,236,영등포구청(2),2022-02,215372
332,2,237,당산,2022-02,175778
333,2,238,합정(2),2022-02,347321
334,2,239,홍대입구,2022-02,755903
335,2,240,신촌,2022-02,377111
336,2,241,이대,2022-02,152219
337,2,242,아현,2022-02,92789
338,2,243,충정로(2),2022-02,88784
339,2,244,용답,2022-02,18314
340,2,245,신답,2022-02,7873
341,2,246,신설동(2),2022-02,44643
342,2,247,도림천,2022-02,17549
343,2,248,양천구청,2022-02,84907
344,2,249,신정네거리,2022-02,127729
345,2,250,용두,2022-02,17074
346,3,309,지축,2022-02,56085
347,3,310,구파발,2022-02,253200
348,3,311,연신내(3),2022-02,379254
349,3,312,불광(3),2022-02,185302
350,3,313,녹번,2022-02,150982
351,3,314,홍제,2022-02,196906
352,3,315,무악재,2022-02,47376
353,3,316,독립문,2022-02,80445
354,3,317,경복궁,2022-02,244689
355,3,318,안국,2022-02,264529
356,3,319,종로3가(3),2022-02,146727
357,3,320,을지로3가(3),2022-02,86511
358,3,322,동대입구,2022-02,122090
359,3,323,약수(3),2022-02,131577
360,3,324,금호,2022-02,88538
361,3,325,옥수,2022-02,113576
362,3,326,압구정,2022-02,496678
363,3,327,신사,2022-02,511341
364,3,328,잠원,2022-02,55296
365,3,329,고속터미널(3),2022-02,486722
366,3,330,교대(3),2022-02,103074
367,3,331,남부터미널,2022-02,444668
368,3,332,양재,2022-02,558574
369,3,333,매봉,2022-02,168639
370,3,334,도곡,2022-02,64810
371,3,335,대치,2022-02,132751
372,3,336,학여울,2022-02,29563
373,3,337,대청,2022-02,106898
374,3,338,일원,2022-02,119032
375,3,339,수서,2022-02,198039
376,3,340,가락시장(3),2022-02,85661
377,3,341,경찰병원,2022-02,98745
378,3,342,오금(3),2022-02,50999
379,4,409,당고개,2022-02,107007
380,4,410,상계,2022-02,189681
381,4,411,노원(4),2022-02,159786
382,4,412,창동,2022-02,335274
383,4,413,쌍문,2022-02,313599
384,4,414,수유,2022-02,398506
385,4,415,미아,2022-02,159420
386,4,416,미아사거리,2022-02,300232
387,4,417,길음,2022-02,227940
388,4,418,성신여대입구,2022-02,215303
389,4,419,한성대입구,2022-02,168679
390,4,420,혜화,2022-02,453861
391,4,421,동대문(4),2022-02,228035
392,4,422,동대문역사문화공원(4),2022-02,92810
393,4,423,충무로(4),2022-02,269371
394,4,424,명동,2022-02,245997
395,4,425,회현,2022-02,326666
396,4,426,서울역(4),2022-02,203741
397,4,427,숙대입구,2022-02,153324
398,4,428,삼각지(4),2022-02,60014
399,4,429,신용산,2022-02,210195
400,4,430,이촌,2022-02,122452
401,4,431,동작,2022-02,25558
402,4,432,이수(총신대입구),2022-02,326895
403,4,433,사당(4),2022-02,238827
404,4,434,남태령,2022-02,15311
405,5,2511,방화,2022-02,64440
406,5,2512,개화산,2022-02,54679
407,5,2513,김포공항(5),2022-02,69246
408,5,2514,송정,2022-02,48174
409,5,2515,마곡,2022-02,94854
410,5,2516,발산,2022-02,185305
411,5,2517,우장산,2022-02,134333
412,5,2518,화곡,2022-02,267780
413,5,2519,까치산(5),2022-02,345177
414,5,2520,신정,2022-02,115225
415,5,2521,목동,2022-02,191821
416,5,2522,오목교,2022-02,254527
417,5,2523,양평(5),2022-02,74259
418,5,2524,영등포구청(5),2022-02,18081
419,5,2525,영등포시장,2022-02,97302
420,5,2526,신길(5),2022-02,40192
421,5,2527,여의도(5),2022-02,290146
422,5,2528,여의나루,2022-02,130744
423,5,2529,마포,2022-02,183115
424,5,2530,공덕(5),2022-02,138277
425,5,2531,애오개,2022-02,79395
426,5,2532,충정로(5),2022-02,41235
427,5,2533,서대문,2022-02,197323
428,5,2534,광화문,2022-02,281318
429,5,2535,종로3가(5),2022-02,107055
430,5,2536,을지로4가(5),2022-02,29769
431,5,2537,동대문역사문화공원(5),2022-02,26862
432,5,2538,청구(5),2022-02,32974
433,5,2539,신금호,2022-02,80615
434,5,2540,행당,2022-02,88129
435,5,2541,왕십리(5),2022-02,22707
436,5,2542,마장,2022-02,56173
437,5,2543,답십리,2022-02,187558
438,5,2544,장한평,2022-02,256266
439,5,2545,군자(5),2022-02,112977
440,5,2546,아차산,2022-02,176536
441,5,2547,광나루,2022-02,124093
442,5,2548,천호(5),2022-02,163989
443,5,2549,강동,2022-02,229706
444,5,2550,길동,2022-02,93821
445,5,2551,굽은다리,2022-02,99323
446,5,2552,명일,2022-02,87597
447,5,2553,고덕,2022-02,90561
448,5,2554,상일동,2022-02,154247
449,5,2555,둔촌동,2022-02,107554
450,5,2556,올림픽공원(5),2022-02,36961
451,5,2557,방이,2022-02,80495
452,5,2558,오금(5),2022-02,26920
453,5,2559,개롱,2022-02,73749
454,5,2560,거여,2022-02,110842
455,5,2561,마천,2022-02,89683
456,5,2562,강일,2022-02,39348
457,5,2563,미사,2022-02,157123
458,5,2564,하남풍산,2022-02,36443
459,5,2565,하남시청,2022-02,53219
460,5,2566,하남검단산,2022-02,45725
461,6,2611,응암,2022-02,233858
462,6,2612,역촌,2022-02,55507
463,6,2613,불광(6),2022-02,37818
464,6,2614,독바위,2022-02,35629
465,6,2616,구산,2022-02,78079
466,6,2617,새절,2022-02,155493
467,6,2618,증산,2022-02,132974
468,6,2619,디지털미디어시티(6),2022-02,171737
469,6,2620,월드컵경기장,2022-02,44168
470,6,2621,마포구청,2022-02,159491
471,6,2622,망원,2022-02,201122
472,6,2623,합정(6),2022-02,82450
473,6,2624,상수,2022-02,128365
474,6,2625,광흥창,2022-02,92466
475,6,2626,대흥,2022-02,94734
476,6,2627,공덕(6),2022-02,171680
477,6,2628,효창공원앞,2022-02,77570
478,6,2629,삼각지(6),2022-02,44064
479,6,2630,녹사평,2022-02,62742
480,6,2631,이태원,2022-02,157229
481,6,2632,한강진,2022-02,125822
482,6,2633,버티고개,2022-02,28714
483,6,2634,약수(6),2022-02,41651
484,6,2635,청구(6),2022-02,35919
485,6,2636,신당(6),2022-02,86560
486,6,2637,동묘앞(6),2022-02,108234
487,6,2638,창신,2022-02,40809
488,6,2639,보문,2022-02,83699
489,6,2640,안암,2022-02,146585
490,6,2641,고려대,2022-02,109953
491,6,2642,월곡,2022-02,162213
492,6,2643,상월곡,2022-02,82017
493,6,2644,돌곶이,2022-02,126530
494,6,2645,석계(6),2022-02,188456
495,6,2646,태릉입구(6),2022-02,65590
496,6,2647,화랑대,2022-02,136828
497,6,2648,봉화산,2022-02,122707
498,7,2711,장암,2022-02,10154
499,7,2712,도봉산(7),2022-02,112485
500,7,2713,수락산,2022-02,144395
501,7,2714,마들,2022-02,149833
502,7,2715,노원(7),2022-02,169857
503,7,2716,중계,2022-02,151797
504,7,2717,하계,2022-02,191121
505,7,2718,공릉,2022-02,140804
506,7,2719,태릉입구(7),2022-02,69277
507,7,2720,먹골,2022-02,114279
508,7,2721,중화,2022-02,110717
509,7,2722,상봉(7),2022-02,172219
510,7,2723,면목,2022-02,180005
511,7,2724,사가정,2022-02,188182
512,7,2725,용마산,2022-02,74379
513,7,2726,중곡,2022-02,128838
514,7,2727,군자(7),2022-02,106166
515,7,2728,어린이대공원,2022-02,147150
516,7,2729,건대입구(7),2022-02,103396
517,7,2730,뚝섬유원지,2022-02,81109
518,7,2731,청담,2022-02,186341
519,7,2732,강남구청,2022-02,145218
520,7,2733,학동,2022-02,254597
521,7,2734,논현,2022-02,186818
522,7,2735,반포,2022-02,44567
523,7,2736,고속터미널(7),2022-02,120700
524,7,2737,내방,2022-02,151080
525,7,2738,이수(7),2022-02,164737
526,7,2739,남성,2022-02,116252
527,7,2740,숭실대입구,2022-02,115512
528,7,2741,상도,2022-02,99803
529,7,2742,장승배기,2022-02,84265
530,7,2743,신대방삼거리,2022-02,162142
531,7,2744,보라매,2022-02,99518
532,7,2745,신풍,2022-02,120459
533,7,2746,대림(7),2022-02,81366
534,7,2747,남구로,2022-02,199289
535,7,2748,가산디지털단지(7),2022-02,583390
536,7,2749,철산,2022-02,281393
537,7,2750,광명사거리,2022-02,275787
538,7,2751,천왕,2022-02,112946
539,7,2752,온수(7),2022-02,89723
540,8,2811,암사,2022-02,246464
541,8,2812,천호(8),2022-02,184358
542,8,2813,강동구청,2022-02,153422
543,8,2814,몽촌토성,2022-02,83821
544,8,2815,잠실(8),2022-02,164685
545,8,2816,석촌(8),2022-02,122167
546,8,2817,송파,2022-02,107541
547,8,2818,가락시장(8),2022-02,91538
548,8,2819,문정,2022-02,331644
549,8,2820,장지,2022-02,240063
550,8,2821,복정(8),2022-02,136723
551,8,2822,산성,2022-02,68341
552,8,2823,남한산성입구,2022-02,165519
553,8,2824,단대오거리,2022-02,136558
554,8,2825,신흥,2022-02,58177
555,8,2826,수진,2022-02,61779
556,8,2827,모란(8),2022-02,14943
557,8,2828,남위례,2022-02,56836
558,9,4126,언주,2022-02,189235
559,9,4127,선정릉,2022-02,176435
560,9,4128,삼성중앙,2022-02,117104
561,9,4129,봉은사,2022-02,296681
562,9,4130,종합운동장(9),2022-02,75759
563,9,4131,삼전,2022-02,113052
564,9,4132,석촌고분,2022-02,103717
565,9,4133,석촌(9),2022-02,127131
566,9,4134,송파나루,2022-02,89149
567,9,4135,한성백제,2022-02,33520
568,9,4136,올림픽공원(9),2022-02,101176
569,9,4137,둔촌오륜,2022-02,13805
570,9,4138,중앙보훈병원,2022-02,148784
571,1,150,서울역(1),2022-03,659716
572,1,151,시청(1),2022-03,399246
573,1,152,종각,2022-03,628646
574,1,153,종로3가(1),2022-03,342641
575,1,154,종로5가,2022-03,445395
576,1,155,동대문(1),2022-03,173536
577,1,156,신설동(1),2022-03,215980
578,1,157,제기동,2022-03,326660
579,1,158,청량리,2022-03,368407
580,1,159,동묘앞(1),2022-03,162065
581,2,201,시청(2),2022-03,255584
582,2,202,을지로입구,2022-03,462960
583,2,203,을지로3가(2),2022-03,248516
584,2,204,을지로4가(2),2022-03,125313
585,2,205,동대문역사문화공원(2),2022-03,112926
586,2,206,신당(2),2022-03,161265
587,2,207,상왕십리,2022-03,169079
588,2,208,왕십리(2),2022-03,147673
589,2,209,한양대,2022-03,212974
590,2,210,뚝섬,2022-03,308885
591,2,211,성수,2022-03,542650
592,2,212,건대입구(2),2022-03,332973
593,2,213,구의,2022-03,231496
594,2,214,강변,2022-03,247247
595,2,215,잠실나루,2022-03,139349
596,2,216,잠실(2),2022-03,563254
597,2,217,잠실새내,2022-03,202259
598,2,218,종합운동장(2),2022-03,107346
599,2,219,삼성,2022-03,512734
600,2,220,선릉,2022-03,465819
601,2,221,역삼,2022-03,600063
602,2,222,강남,2022-03,774778
603,2,223,교대(2),2022-03,319636
604,2,224,서초,2022-03,199024
605,2,225,방배,2022-03,181198
606,2,226,사당(2),2022-03,329682
607,2,227,낙성대,2022-03,280071
608,2,228,서울대입구,2022-03,484012
609,2,229,봉천,2022-03,218621
610,2,230,신림,2022-03,645982
611,2,231,신대방,2022-03,285914
612,2,232,구로디지털단지,2022-03,649666
613,2,233,대림(2),2022-03,239054
614,2,234,신도림,2022-03,609969
615,2,235,문래,2022-03,274974
616,2,236,영등포구청(2),2022-03,240720
617,2,237,당산,2022-03,207261
618,2,238,합정(2),2022-03,386067
619,2,239,홍대입구,2022-03,833179
620,2,240,신촌,2022-03,425460
621,2,241,이대,2022-03,188720
622,2,242,아현,2022-03,110708
623,2,243,충정로(2),2022-03,99435
624,2,244,용답,2022-03,32625
625,2,245,신답,2022-03,9033
626,2,246,신설동(2),2022-03,48752
627,2,247,도림천,2022-03,20513
628,2,248,양천구청,2022-03,95805
629,2,249,신정네거리,2022-03,144565
630,2,250,용두,2022-03,18651
631,3,309,지축,2022-03,68044
632,3,310,구파발,2022-03,287843
633,3,311,연신내(3),2022-03,425620
634,3,312,불광(3),2022-03,207060
635,3,313,녹번,2022-03,173495
636,3,314,홍제,2022-03,226261
637,3,315,무악재,2022-03,52421
638,3,316,독립문,2022-03,94869
639,3,317,경복궁,2022-03,290528
640,3,318,안국,2022-03,307360
641,3,319,종로3가(3),2022-03,163087
642,3,320,을지로3가(3),2022-03,95394
643,3,322,동대입구,2022-03,159149
644,3,323,약수(3),2022-03,148261
645,3,324,금호,2022-03,96336
646,3,325,옥수,2022-03,126924
647,3,326,압구정,2022-03,531123
648,3,327,신사,2022-03,556808
649,3,328,잠원,2022-03,63543
650,3,329,고속터미널(3),2022-03,525587
651,3,330,교대(3),2022-03,118922
652,3,331,남부터미널,2022-03,489456
653,3,332,양재,2022-03,626637
654,3,333,매봉,2022-03,185949
655,3,334,도곡,2022-03,72596
656,3,335,대치,2022-03,145378
657,3,336,학여울,2022-03,39153
658,3,337,대청,2022-03,118284
659,3,338,일원,2022-03,135540
660,3,339,수서,2022-03,221441
661,3,340,가락시장(3),2022-03,98309
662,3,341,경찰병원,2022-03,109531
663,3,342,오금(3),2022-03,57761
664,4,409,당고개,2022-03,115518
665,4,410,상계,2022-03,219699
666,4,411,노원(4),2022-03,191332
667,4,412,창동,2022-03,384736
668,4,413,쌍문,2022-03,352759
669,4,414,수유,2022-03,452982
670,4,415,미아,2022-03,187732
671,4,416,미아사거리,2022-03,337526
672,4,417,길음,2022-03,270653
673,4,418,성신여대입구,2022-03,260136
674,4,419,한성대입구,2022-03,202011
675,4,420,혜화,2022-03,514037
676,4,421,동대문(4),2022-03,274915
677,4,422,동대문역사문화공원(4),2022-03,109048
678,4,423,충무로(4),2022-03,342439
679,4,424,명동,2022-03,305072
680,4,425,회현,2022-03,390215
681,4,426,서울역(4),2022-03,219436
682,4,427,숙대입구,2022-03,193852
683,4,428,삼각지(4),2022-03,67196
684,4,429,신용산,2022-03,230639
685,4,430,이촌,2022-03,128784
686,4,431,동작,2022-03,30458
687,4,432,이수(총신대입구),2022-03,370686
688,4,433,사당(4),2022-03,270752
689,4,434,남태령,2022-03,17724
690,5,2511,방화,2022-03,72855
691,5,2512,개화산,2022-03,61657
692,5,2513,김포공항(5),2022-03,70457
693,5,2514,송정,2022-03,51941
694,5,2515,마곡,2022-03,107947
695,5,2516,발산,2022-03,215784
696,5,2517,우장산,2022-03,157737
697,5,2518,화곡,2022-03,298915
698,5,2519,까치산(5),2022-03,381248
699,5,2520,신정,2022-03,128560
700,5,2521,목동,2022-03,215086
701,5,2522,오목교,2022-03,281813
702,5,2523,양평(5),2022-03,81305
703,5,2524,영등포구청(5),2022-03,20417
704,5,2525,영등포시장,2022-03,106741
705,5,2526,신길(5),2022-03,44353
706,5,2527,여의도(5),2022-03,323578
707,5,2528,여의나루,2022-03,182316
708,5,2529,마포,2022-03,203158
709,5,2530,공덕(5),2022-03,155896
710,5,2531,애오개,2022-03,88412
711,5,2532,충정로(5),2022-03,47484
712,5,2533,서대문,2022-03,227250
713,5,2534,광화문,2022-03,326639
714,5,2535,종로3가(5),2022-03,118792
715,5,2536,을지로4가(5),2022-03,34280
716,5,2537,동대문역사문화공원(5),2022-03,30501
717,5,2538,청구(5),2022-03,36342
718,5,2539,신금호,2022-03,92142
