연번,호선,고유역번호(외부역코드),역명,수송연월,환승유입인원수
719,5,2540,행당,2022-03,97937
720,5,2541,왕십리(5),2022-03,25673
721,5,2542,마장,2022-03,64545
722,5,2543,답십리,2022-03,208891
723,5,2544,장한평,2022-03,283192
724,5,2545,군자(5),2022-03,127769
725,5,2546,아차산,2022-03,207460
726,5,2547,광나루,2022-03,143153
727,5,2548,천호(5),2022-03,182820
728,5,2549,강동,2022-03,257052
729,5,2550,길동,2022-03,104926
730,5,2551,굽은다리,2022-03,111053
731,5,2552,명일,2022-03,99089
732,5,2553,고덕,2022-03,104931
733,5,2554,상일동,2022-03,174173
734,5,2555,둔촌동,2022-03,120137
735,5,2556,올림픽공원(5),2022-03,43249
736,5,2557,방이,2022-03,89292
737,5,2558,오금(5),2022-03,30385
738,5,2559,개롱,2022-03,81583
739,5,2560,거여,2022-03,133098
740,5,2561,마천,2022-03,101128
741,5,2562,강일,2022-03,44825
742,5,2563,미사,2022-03,176063
743,5,2564,하남풍산,2022-03,41414
744,5,2565,하남시청,2022-03,61140
745,5,2566,하남검단산,2022-03,49896
746,6,2611,응암,2022-03,259295
747,6,2612,역촌,2022-03,59633
748,6,2613,불광(6),2022-03,41977
749,6,2614,독바위,2022-03,40034
750,6,2616,구산,2022-03,86003
751,6,2617,새절,2022-03,178279
752,6,2618,증산,2022-03,147899
753,6,2619,디지털미디어시티(6),2022-03,193389
754,6,2620,월드컵경기장,2022-03,77555
755,6,2621,마포구청,2022-03,173725
756,6,2622,망원,2022-03,216739
757,6,2623,합정(6),2022-03,93543
758,6,2624,상수,2022-03,148460
759,6,2625,광흥창,2022-03,103420
760,6,2626,대흥,2022-03,112202
761,6,2627,공덕(6),2022-03,190821
762,6,2628,효창공원앞,2022-03,90543
763,6,2629,삼각지(6),2022-03,48658
764,6,2630,녹사평,2022-03,72803
765,6,2631,이태원,2022-03,185365
766,6,2632,한강진,2022-03,134491
767,6,2633,버티고개,2022-03,31636
768,6,2634,약수(6),2022-03,45913
769,6,2635,청구(6),2022-03,40261
770,6,2636,신당(6),2022-03,93006
771,6,2637,동묘앞(6),2022-03,121568
772,6,2638,창신,2022-03,49286
773,6,2639,보문,2022-03,90866
774,6,2640,안암,2022-03,217017
775,6,2641,고려대,2022-03,129585
776,6,2642,월곡,2022-03,191491
777,6,2643,상월곡,2022-03,95956
778,6,2644,돌곶이,2022-03,143638
779,6,2645,석계(6),2022-03,216645
780,6,2646,태릉입구(6),2022-03,76163
781,6,2647,화랑대,2022-03,158807
782,6,2648,봉화산,2022-03,137118
783,7,2711,장암,2022-03,11469
784,7,2712,도봉산(7),2022-03,131884
785,7,2713,수락산,2022-03,162298
786,7,2714,마들,2022-03,166235
787,7,2715,노원(7),2022-03,192194
788,7,2716,중계,2022-03,180065
789,7,2717,하계,2022-03,221017
790,7,2718,공릉,2022-03,170387
791,7,2719,태릉입구(7),2022-03,81295
792,7,2720,먹골,2022-03,127504
793,7,2721,중화,2022-03,123191
794,7,2722,상봉(7),2022-03,188244
795,7,2723,면목,2022-03,215258
796,7,2724,사가정,2022-03,213618
797,7,2725,용마산,2022-03,83215
798,7,2726,중곡,2022-03,146046
799,7,2727,군자(7),2022-03,116008
800,7,2728,어린이대공원,2022-03,199052
801,7,2729,건대입구(7),2022-03,124144
802,7,2730,뚝섬유원지,2022-03,106052
803,7,2731,청담,2022-03,210277
804,7,2732,강남구청,2022-03,161388
805,7,2733,학동,2022-03,286740
806,7,2734,논현,2022-03,205000
807,7,2735,반포,2022-03,49807
808,7,2736,고속터미널(7),2022-03,131303
809,7,2737,내방,2022-03,168483
810,7,2738,이수(7),2022-03,180573
811,7,2739,남성,2022-03,129923
812,7,2740,숭실대입구,2022-03,176028
813,7,2741,상도,2022-03,122926
814,7,2742,장승배기,2022-03,92398
815,7,2743,신대방삼거리,2022-03,182472
816,7,2744,보라매,2022-03,114572
817,7,2745,신풍,2022-03,135848
818,7,2746,대림(7),2022-03,89274
819,7,2747,남구로,2022-03,221763
820,7,2748,가산디지털단지(7),2022-03,656298
821,7,2749,철산,2022-03,317759
822,7,2750,광명사거리,2022-03,312373
823,7,2751,천왕,2022-03,129178
824,7,2752,온수(7),2022-03,107406
825,8,2811,암사,2022-03,275553
826,8,2812,천호(8),2022-03,205082
827,8,2813,강동구청,2022-03,169074
828,8,2814,몽촌토성,2022-03,94151
829,8,2815,잠실(8),2022-03,175170
830,8,2816,석촌(8),2022-03,135470
831,8,2817,송파,2022-03,121297
832,8,2818,가락시장(8),2022-03,105548
833,8,2819,문정,2022-03,374091
834,8,2820,장지,2022-03,272139
835,8,2821,복정(8),2022-03,160750
836,8,2822,산성,2022-03,79118
837,8,2823,남한산성입구,2022-03,208917
838,8,2824,단대오거리,2022-03,158690
839,8,2825,신흥,2022-03,62650
840,8,2826,수진,2022-03,66564
841,8,2827,모란(8),2022-03,16367
842,8,2828,남위례,2022-03,68960
843,9,4126,언주,2022-03,201520
844,9,4127,선정릉,2022-03,198599
845,9,4128,삼성중앙,2022-03,127933
846,9,4129,봉은사,2022-03,318561
847,9,4130,종합운동장(9),2022-03,84065
848,9,4131,삼전,2022-03,123561
849,9,4132,석촌고분,2022-03,111696
850,9,4133,석촌(9),2022-03,139468
851,9,4134,송파나루,2022-03,97102
852,9,4135,한성백제,2022-03,36321
853,9,4136,올림픽공원(9),2022-03,116998
854,9,4137,둔촌오륜,2022-03,17344
855,9,4138,중앙보훈병원,2022-03,165267
856,1,150,서울역(1),2022-04,801618
857,1,151,시청(1),2022-04,458415
858,1,152,종각,2022-04,716063
859,1,153,종로3가(1),2022-04,386922
860,1,154,종로5가,2022-04,501605
861,1,155,동대문(1),2022-04,198311
862,1,156,신설동(1),2022-04,236002
863,1,157,제기동,2022-04,366539
864,1,158,청량리,2022-04,405250
865,1,159,동묘앞(1),2022-04,191332
866,2,201,시청(2),2022-04,288566
867,2,202,을지로입구,2022-04,519789
868,2,203,을지로3가(2),2022-04,289700
869,2,204,을지로4가(2),2022-04,137299
870,2,205,동대문역사문화공원(2),2022-04,119166
871,2,206,신당(2),2022-04,183074
872,2,207,상왕십리,2022-04,183574
873,2,208,왕십리(2),2022-04,160350
874,2,209,한양대,2022-04,212660
875,2,210,뚝섬,2022-04,363980
876,2,211,성수,2022-04,602648
877,2,212,건대입구(2),2022-04,378812
878,2,213,구의,2022-04,248530
879,2,214,강변,2022-04,290421
880,2,215,잠실나루,2022-04,158433
881,2,216,잠실(2),2022-04,808855
882,2,217,잠실새내,2022-04,230700
883,2,218,종합운동장(2),2022-04,161939
884,2,219,삼성,2022-04,571453
885,2,220,선릉,2022-04,512316
886,2,221,역삼,2022-04,664658
887,2,222,강남,2022-04,862744
888,2,223,교대(2),2022-04,356484
889,2,224,서초,2022-04,221863
890,2,225,방배,2022-04,199221
891,2,226,사당(2),2022-04,395780
892,2,227,낙성대,2022-04,307157
893,2,228,서울대입구,2022-04,527636
894,2,229,봉천,2022-04,238648
895,2,230,신림,2022-04,703796
896,2,231,신대방,2022-04,320107
897,2,232,구로디지털단지,2022-04,709302
898,2,233,대림(2),2022-04,264160
899,2,234,신도림,2022-04,696084
900,2,235,문래,2022-04,313184
901,2,236,영등포구청(2),2022-04,263058
902,2,237,당산,2022-04,237225
903,2,238,합정(2),2022-04,446348
904,2,239,홍대입구,2022-04,952553
905,2,240,신촌,2022-04,462100
906,2,241,이대,2022-04,202825
907,2,242,아현,2022-04,119704
908,2,243,충정로(2),2022-04,109605
909,2,244,용답,2022-04,31233
910,2,245,신답,2022-04,9455
911,2,246,신설동(2),2022-04,52603
912,2,247,도림천,2022-04,23594
913,2,248,양천구청,2022-04,106265
914,2,249,신정네거리,2022-04,161684
915,2,250,용두,2022-04,19410
916,3,309,지축,2022-04,78730
917,3,310,구파발,2022-04,319655
918,3,311,연신내(3),2022-04,465721
919,3,312,불광(3),2022-04,228805
920,3,313,녹번,2022-04,189442
921,3,314,홍제,2022-04,252612
922,3,315,무악재,2022-04,58944
923,3,316,독립문,2022-04,112240
924,3,317,경복궁,2022-04,368416
925,3,318,안국,2022-04,393205
926,3,319,종로3가(3),2022-04,183356
927,3,320,을지로3가(3),2022-04,108833
928,3,322,동대입구,2022-04,191653
929,3,323,약수(3),2022-04,164903
930,3,324,금호,2022-04,105234
931,3,325,옥수,2022-04,142927
932,3,326,압구정,2022-04,583107
933,3,327,신사,2022-04,609631
934,3,328,잠원,2022-04,73200
935,3,329,고속터미널(3),2022-04,637084
936,3,330,교대(3),2022-04,133975
937,3,331,남부터미널,2022-04,550843
938,3,332,양재,2022-04,696146
939,3,333,매봉,2022-04,209562
940,3,334,도곡,2022-04,82465
941,3,335,대치,2022-04,152592
942,3,336,학여울,2022-04,37328
943,3,337,대청,2022-04,130092
944,3,338,일원,2022-04,149684
945,3,339,수서,2022-04,252153
946,3,340,가락시장(3),2022-04,109482
947,3,341,경찰병원,2022-04,118846
948,3,342,오금(3),2022-04,65329
949,4,409,당고개,2022-04,109214
950,4,410,상계,2022-04,254775
951,4,411,노원(4),2022-04,226540
952,4,412,창동,2022-04,426948
953,4,413,쌍문,2022-04,389922
954,4,414,수유,2022-04,502936
955,4,415,미아,2022-04,205446
956,4,416,미아사거리,2022-04,377697
957,4,417,길음,2022-04,306049
958,4,418,성신여대입구,2022-04,286926
959,4,419,한성대입구,2022-04,233852
960,4,420,혜화,2022-04,593378
961,4,421,동대문(4),2022-04,304924
962,4,422,동대문역사문화공원(4),2022-04,114190
963,4,423,충무로(4),2022-04,382433
964,4,424,명동,2022-04,368694
965,4,425,회현,2022-04,457844
966,4,426,서울역(4),2022-04,280879
967,4,427,숙대입구,2022-04,213384
968,4,428,삼각지(4),2022-04,79891
969,4,429,신용산,2022-04,264935
970,4,430,이촌,2022-04,156222
971,4,431,동작,2022-04,41212
972,4,432,이수(총신대입구),2022-04,412526
973,4,433,사당(4),2022-04,324747
974,4,434,남태령,2022-04,20440
975,5,2511,방화,2022-04,80045
976,5,2512,개화산,2022-04,67794
977,5,2513,김포공항(5),2022-04,82731
978,5,2514,송정,2022-04,57883
979,5,2515,마곡,2022-04,115713
980,5,2516,발산,2022-04,242816
981,5,2517,우장산,2022-04,175207
982,5,2518,화곡,2022-04,326217
983,5,2519,까치산(5),2022-04,411525
984,5,2520,신정,2022-04,139343
985,5,2521,목동,2022-04,236023
986,5,2522,오목교,2022-04,312145
987,5,2523,양평(5),2022-04,88976
988,5,2524,영등포구청(5),2022-04,23061
989,5,2525,영등포시장,2022-04,118935
990,5,2526,신길(5),2022-04,48163
991,5,2527,여의도(5),2022-04,392472
992,5,2528,여의나루,2022-04,407982
993,5,2529,마포,2022-04,226904
994,5,2530,공덕(5),2022-04,178339
995,5,2531,애오개,2022-04,97007
996,5,2532,충정로(5),2022-04,52501
997,5,2533,서대문,2022-04,256463
998,5,2534,광화문,2022-04,362588
999,5,2535,종로3가(5),2022-04,139984
1000,5,2536,을지로4가(5),2022-04,38814
1001,5,2537,동대문역사문화공원(5),2022-04,32616
1002,5,2538,청구(5),2022-04,39166
1003,5,2539,신금호,2022-04,101477
1004,5,2540,행당,2022-04,106913
1005,5,2541,왕십리(5),2022-04,28343
1006,5,2542,마장,2022-04,69689
1007,5,2543,답십리,2022-04,222214
1008,5,2544,장한평,2022-04,304900
1009,5,2545,군자(5),2022-04,139641
1010,5,2546,아차산,2022-04,232085
1011,5,2547,광나루,2022-04,163509
1012,5,2548,천호(5),2022-04,204417
1013,5,2549,강동,2022-04,280413
1014,5,2550,길동,2022-04,111419
1015,5,2551,굽은다리,2022-04,121395
1016,5,2552,명일,2022-04,111291
1017,5,2553,고덕,2022-04,116370
1018,5,2554,상일동,2022-04,191873
1019,5,2555,둔촌동,2022-04,128018
1020,5,2556,올림픽공원(5),2022-04,51062
1021,5,2557,방이,2022-04,97264
1022,5,2558,오금(5),2022-04,33972
1023,5,2559,개롱,2022-04,90307
1024,5,2560,거여,2022-04,147291
1025,5,2561,마천,2022-04,110100
1026,5,2562,강일,2022-04,51749
1027,5,2563,미사,2022-04,197369
1028,5,2564,하남풍산,2022-04,45427
1029,5,2565,하남시청,2022-04,69065
1030,5,2566,하남검단산,2022-04,56677
1031,6,2611,응암,2022-04,285610
1032,6,2612,역촌,2022-04,63404
1033,6,2613,불광(6),2022-04,46665
1034,6,2614,독바위,2022-04,43494
1035,6,2616,구산,2022-04,92059
1036,6,2617,새절,2022-04,198919
1037,6,2618,증산,2022-04,163193
1038,6,2619,디지털미디어시티(6),2022-04,218153
1039,6,2620,월드컵경기장,2022-04,68022
1040,6,2621,마포구청,2022-04,186072
1041,6,2622,망원,2022-04,244368
1042,6,2623,합정(6),2022-04,107785
1043,6,2624,상수,2022-04,169205
1044,6,2625,광흥창,2022-04,111933
1045,6,2626,대흥,2022-04,122695
1046,6,2627,공덕(6),2022-04,217221
1047,6,2628,효창공원앞,2022-04,99913
1048,6,2629,삼각지(6),2022-04,58042
1049,6,2630,녹사평,2022-04,88008
1050,6,2631,이태원,2022-04,244146
1051,6,2632,한강진,2022-04,157160
1052,6,2633,버티고개,2022-04,35127
1053,6,2634,약수(6),2022-04,51674
1054,6,2635,청구(6),2022-04,43208
1055,6,2636,신당(6),2022-04,110038
1056,6,2637,동묘앞(6),2022-04,135892
1057,6,2638,창신,2022-04,54279
1058,6,2639,보문,2022-04,98237
1059,6,2640,안암,2022-04,233357
1060,6,2641,고려대,2022-04,142635
1061,6,2642,월곡,2022-04,208940
1062,6,2643,상월곡,2022-04,105572
1063,6,2644,돌곶이,2022-04,155649
1064,6,2645,석계(6),2022-04,235106
1065,6,2646,태릉입구(6),2022-04,84596
1066,6,2647,화랑대,2022-04,174693
1067,6,2648,봉화산,2022-04,151077
1068,7,2711,장암,2022-04,14102
1069,7,2712,도봉산(7),2022-04,151424
1070,7,2713,수락산,2022-04,180612
1071,7,2714,마들,2022-04,179568
1072,7,2715,노원(7),2022-04,214426
1073,7,2716,중계,2022-04,199602
1074,7,2717,하계,2022-04,247722
1075,7,2718,공릉,2022-04,187183
1076,7,2719,태릉입구(7),2022-04,92663
1077,7,2720,먹골,2022-04,135967
1078,7,2721,중화,2022-04,134552
1079,7,2722,상봉(7),2022-04,209289
1080,7,2723,면목,2022-04,231519
1081,7,2724,사가정,2022-04,233090
1082,7,2725,용마산,2022-04,92645
1083,7,2726,중곡,2022-04,155456
1084,7,2727,군자(7),2022-04,125595
1085,7,2728,어린이대공원,2022-04,232965
1086,7,2729,건대입구(7),2022-04,137806
1087,7,2730,뚝섬유원지,2022-04,181775
1088,7,2731,청담,2022-04,233399
1089,7,2732,강남구청,2022-04,179607
1090,7,2733,학동,2022-04,312938
1091,7,2734,논현,2022-04,225835
1092,7,2735,반포,2022-04,56269
1093,7,2736,고속터미널(7),2022-04,154646
1094,7,2737,내방,2022-04,182504
1095,7,2738,이수(7),2022-04,200122
1096,7,2739,남성,2022-04,141476
1097,7,2740,숭실대입구,2022-04,191482
1098,7,2741,상도,2022-04,131466
1099,7,2742,장승배기,2022-04,98726
1100,7,2743,신대방삼거리,2022-04,197274
1101,7,2744,보라매,2022-04,128676
1102,7,2745,신풍,2022-04,149264
1103,7,2746,대림(7),2022-04,99579
1104,7,2747,남구로,2022-04,237209
1105,7,2748,가산디지털단지(7),2022-04,710999
1106,7,2749,철산,2022-04,358790
1107,7,2750,광명사거리,2022-04,343261
1108,7,2751,천왕,2022-04,142362
1109,7,2752,온수(7),2022-04,126776
1110,8,2811,암사,2022-04,299369
1111,8,2812,천호(8),2022-04,224907
1112,8,2813,강동구청,2022-04,182034
1113,8,2814,몽촌토성,2022-04,109891
1114,8,2815,잠실(8),2022-04,229963
1115,8,2816,석촌(8),2022-04,167033
1116,8,2817,송파,2022-04,138691
1117,8,2818,가락시장(8),2022-04,118431
1118,8,2819,문정,2022-04,405884
1119,8,2820,장지,2022-04,292086
1120,8,2821,복정(8),2022-04,177817
1121,8,2822,산성,2022-04,89525
1122,8,2823,남한산성입구,2022-04,229759
1123,8,2824,단대오거리,2022-04,170987
1124,8,2825,신흥,2022-04,67970
1125,8,2826,수진,2022-04,70949
1126,8,2827,모란(8),2022-04,19057
1127,8,2828,남위례,2022-04,80971
1128,9,4126,언주,2022-04,222035
1129,9,4127,선정릉,2022-04,224922
1130,9,4128,삼성중앙,2022-04,143212
1131,9,4129,봉은사,2022-04,363710
1132,9,4130,종합운동장(9),2022-04,100742
1133,9,4131,삼전,2022-04,131573
1134,9,4132,석촌고분,2022-04,122455
1135,9,4133,석촌(9),2022-04,174578
1136,9,4134,송파나루,2022-04,114770
1137,9,4135,한성백제,2022-04,41859
1138,9,4136,올림픽공원(9),2022-04,149738
1139,9,4137,둔촌오륜,2022-04,18244
1140,9,4138,중앙보훈병원,2022-04,184927
1141,1,150,서울역(1),2022-05,951446
1142,1,151,시청(1),2022-05,516204
1143,1,152,종각,2022-05,828510
1144,1,153,종로3가(1),2022-05,434062
1145,1,154,종로5가,2022-05,548006
1146,1,155,동대문(1),2022-05,222021
1147,1,156,신설동(1),2022-05,254093
1148,1,157,제기동,2022-05,387996
1149,1,158,청량리,2022-05,447508
1150,1,159,동묘앞(1),2022-05,208775
1151,2,201,시청(2),2022-05,319471
1152,2,202,을지로입구,2022-05,585831
1153,2,203,을지로3가(2),2022-05,322641
1154,2,204,을지로4가(2),2022-05,148228
1155,2,205,동대문역사문화공원(2),2022-05,135872
1156,2,206,신당(2),2022-05,196834
1157,2,207,상왕십리,2022-05,198309
1158,2,208,왕십리(2),2022-05,181026
1159,2,209,한양대,2022-05,258400
1160,2,210,뚝섬,2022-05,384013
1161,2,211,성수,2022-05,648753
1162,2,212,건대입구(2),2022-05,427049
1163,2,213,구의,2022-05,266594
1164,2,214,강변,2022-05,351291
1165,2,215,잠실나루,2022-05,176782
1166,2,216,잠실(2),2022-05,802629
1167,2,217,잠실새내,2022-05,258574
1168,2,218,종합운동장(2),2022-05,240022
1169,2,219,삼성,2022-05,649864
1170,2,220,선릉,2022-05,561363
1171,2,221,역삼,2022-05,734455
1172,2,222,강남,2022-05,945874
1173,2,223,교대(2),2022-05,393175
1174,2,224,서초,2022-05,247581
1175,2,225,방배,2022-05,218719
1176,2,226,사당(2),2022-05,455161
1177,2,227,낙성대,2022-05,339603
1178,2,228,서울대입구,2022-05,577384
1179,2,229,봉천,2022-05,257809
1180,2,230,신림,2022-05,765356
1181,2,231,신대방,2022-05,343650
1182,2,232,구로디지털단지,2022-05,775494
1183,2,233,대림(2),2022-05,289609
1184,2,234,신도림,2022-05,767467
1185,2,235,문래,2022-05,337715
1186,2,236,영등포구청(2),2022-05,282074
1187,2,237,당산,2022-05,258129
1188,2,238,합정(2),2022-05,501887
1189,2,239,홍대입구,2022-05,1132398
1190,2,240,신촌,2022-05,539338
1191,2,241,이대,2022-05,229646
1192,2,242,아현,2022-05,130131
1193,2,243,충정로(2),2022-05,118223
1194,2,244,용답,2022-05,32928
1195,2,245,신답,2022-05,10475
1196,2,246,신설동(2),2022-05,56396
1197,2,247,도림천,2022-05,23032
1198,2,248,양천구청,2022-05,115693
1199,2,249,신정네거리,2022-05,176878
1200,2,250,용두,2022-05,20887
1201,3,309,지축,2022-05,87135
1202,3,310,구파발,2022-05,361007
1203,3,311,연신내(3),2022-05,502292
1204,3,312,불광(3),2022-05,253457
1205,3,313,녹번,2022-05,204150
1206,3,314,홍제,2022-05,274928
1207,3,315,무악재,2022-05,64149
1208,3,316,독립문,2022-05,126113
1209,3,317,경복궁,2022-05,565573
1210,3,318,안국,2022-05,464841
1211,3,319,종로3가(3),2022-05,203070
1212,3,320,을지로3가(3),2022-05,121710
1213,3,322,동대입구,2022-05,204308
1214,3,323,약수(3),2022-05,179346
1215,3,324,금호,2022-05,113272
1216,3,325,옥수,2022-05,155685
1217,3,326,압구정,2022-05,637901
1218,3,327,신사,2022-05,654868
1219,3,328,잠원,2022-05,78402
1220,3,329,고속터미널(3),2022-05,754509
1221,3,330,교대(3),2022-05,147183
1222,3,331,남부터미널,2022-05,610538
1223,3,332,양재,2022-05,763793
1224,3,333,매봉,2022-05,227288
1225,3,334,도곡,2022-05,88677
1226,3,335,대치,2022-05,169591
1227,3,336,학여울,2022-05,51590
1228,3,337,대청,2022-05,142231
1229,3,338,일원,2022-05,164007
1230,3,339,수서,2022-05,276428
1231,3,340,가락시장(3),2022-05,118331
1232,3,341,경찰병원,2022-05,126997
1233,3,342,오금(3),2022-05,69896
1234,4,409,당고개,2022-05,119414
1235,4,410,상계,2022-05,273459
1236,4,411,노원(4),2022-05,250864
1237,4,412,창동,2022-05,468361
1238,4,413,쌍문,2022-05,418984
1239,4,414,수유,2022-05,547132
1240,4,415,미아,2022-05,221374
1241,4,416,미아사거리,2022-05,409264
1242,4,417,길음,2022-05,348400
1243,4,418,성신여대입구,2022-05,316825
1244,4,419,한성대입구,2022-05,263772
1245,4,420,혜화,2022-05,699854
1246,4,421,동대문(4),2022-05,337248
1247,4,422,동대문역사문화공원(4),2022-05,130612
1248,4,423,충무로(4),2022-05,416634
1249,4,424,명동,2022-05,424570
1250,4,425,회현,2022-05,512138
1251,4,426,서울역(4),2022-05,339386
1252,4,427,숙대입구,2022-05,237792
1253,4,428,삼각지(4),2022-05,95439
1254,4,429,신용산,2022-05,315590
1255,4,430,이촌,2022-05,210512
1256,4,431,동작,2022-05,42881
1257,4,432,이수(총신대입구),2022-05,450506
1258,4,433,사당(4),2022-05,370645
1259,4,434,남태령,2022-05,23897
1260,5,2511,방화,2022-05,88000
1261,5,2512,개화산,2022-05,73566
1262,5,2513,김포공항(5),2022-05,94219
1263,5,2514,송정,2022-05,62773
1264,5,2515,마곡,2022-05,124843
1265,5,2516,발산,2022-05,268367
1266,5,2517,우장산,2022-05,192561
1267,5,2518,화곡,2022-05,352377
1268,5,2519,까치산(5),2022-05,444115
1269,5,2520,신정,2022-05,150525
1270,5,2521,목동,2022-05,257077
1271,5,2522,오목교,2022-05,343248
1272,5,2523,양평(5),2022-05,92722
1273,5,2524,영등포구청(5),2022-05,24707
1274,5,2525,영등포시장,2022-05,129380
1275,5,2526,신길(5),2022-05,50999
1276,5,2527,여의도(5),2022-05,406867
1277,5,2528,여의나루,2022-05,378888
1278,5,2529,마포,2022-05,241578
1279,5,2530,공덕(5),2022-05,193077
1280,5,2531,애오개,2022-05,103646
1281,5,2532,충정로(5),2022-05,54624
1282,5,2533,서대문,2022-05,285683
1283,5,2534,광화문,2022-05,418775
1284,5,2535,종로3가(5),2022-05,162525
1285,5,2536,을지로4가(5),2022-05,41952
1286,5,2537,동대문역사문화공원(5),2022-05,35577
1287,5,2538,청구(5),2022-05,42396
1288,5,2539,신금호,2022-05,109914
1289,5,2540,행당,2022-05,116308
1290,5,2541,왕십리(5),2022-05,31738
1291,5,2542,마장,2022-05,75608
1292,5,2543,답십리,2022-05,238849
1293,5,2544,장한평,2022-05,324158
1294,5,2545,군자(5),2022-05,152939
1295,5,2546,아차산,2022-05,246714
1296,5,2547,광나루,2022-05,181892
1297,5,2548,천호(5),2022-05,227868
1298,5,2549,강동,2022-05,299022
1299,5,2550,길동,2022-05,119307
1300,5,2551,굽은다리,2022-05,134778
1301,5,2552,명일,2022-05,122090
1302,5,2553,고덕,2022-05,128444
1303,5,2554,상일동,2022-05,207881
1304,5,2555,둔촌동,2022-05,135504
1305,5,2556,올림픽공원(5),2022-05,62584
1306,5,2557,방이,2022-05,107624
1307,5,2558,오금(5),2022-05,37639
1308,5,2559,개롱,2022-05,98137
1309,5,2560,거여,2022-05,163379
1310,5,2561,마천,2022-05,120365
1311,5,2562,강일,2022-05,58190
1312,5,2563,미사,2022-05,214453
1313,5,2564,하남풍산,2022-05,48526
1314,5,2565,하남시청,2022-05,76540
1315,5,2566,하남검단산,2022-05,63707
1316,6,2611,응암,2022-05,301575
1317,6,2612,역촌,2022-05,68621
1318,6,2613,불광(6),2022-05,50851
1319,6,2614,독바위,2022-05,46945
1320,6,2616,구산,2022-05,98377
1321,6,2617,새절,2022-05,211000
1322,6,2618,증산,2022-05,173286
1323,6,2619,디지털미디어시티(6),2022-05,243486
1324,6,2620,월드컵경기장,2022-05,93679
1325,6,2621,마포구청,2022-05,201288
1326,6,2622,망원,2022-05,265908
1327,6,2623,합정(6),2022-05,122169
1328,6,2624,상수,2022-05,192826
1329,6,2625,광흥창,2022-05,123096
1330,6,2626,대흥,2022-05,137422
1331,6,2627,공덕(6),2022-05,240104
1332,6,2628,효창공원앞,2022-05,108846
1333,6,2629,삼각지(6),2022-05,71650
1334,6,2630,녹사평,2022-05,101724
1335,6,2631,이태원,2022-05,287376
1336,6,2632,한강진,2022-05,185898
1337,6,2633,버티고개,2022-05,38657
1338,6,2634,약수(6),2022-05,55990
1339,6,2635,청구(6),2022-05,44890
1340,6,2636,신당(6),2022-05,117631
1341,6,2637,동묘앞(6),2022-05,152482
1342,6,2638,창신,2022-05,58444
1343,6,2639,보문,2022-05,107545
1344,6,2640,안암,2022-05,290377
1345,6,2641,고려대,2022-05,161208
1346,6,2642,월곡,2022-05,226593
1347,6,2643,상월곡,2022-05,117236
1348,6,2644,돌곶이,2022-05,168300
1349,6,2645,석계(6),2022-05,255894
1350,6,2646,태릉입구(6),2022-05,112015
1351,6,2647,화랑대,2022-05,191498
1352,6,2648,봉화산,2022-05,162632
1353,7,2711,장암,2022-05,15531
1354,7,2712,도봉산(7),2022-05,163584
1355,7,2713,수락산,2022-05,196346
1356,7,2714,마들,2022-05,192949
1357,7,2715,노원(7),2022-05,237743
1358,7,2716,중계,2022-05,214029
1359,7,2717,하계,2022-05,263901
1360,7,2718,공릉,2022-05,199399
1361,7,2719,태릉입구(7),2022-05,124005
1362,7,2720,먹골,2022-05,146834
1363,7,2721,중화,2022-05,145137
1364,7,2722,상봉(7),2022-05,226823
1365,7,2723,면목,2022-05,244975
1366,7,2724,사가정,2022-05,247949
1367,7,2725,용마산,2022-05,98169
1368,7,2726,중곡,2022-05,166316
1369,7,2727,군자(7),2022-05,133825
1370,7,2728,어린이대공원,2022-05,272691
1371,7,2729,건대입구(7),2022-05,157236
1372,7,2730,뚝섬유원지,2022-05,207473
1373,7,2731,청담,2022-05,253820
1374,7,2732,강남구청,2022-05,196000
1375,7,2733,학동,2022-05,334451
1376,7,2734,논현,2022-05,241268
1377,7,2735,반포,2022-05,63289
1378,7,2736,고속터미널(7),2022-05,175250
1379,7,2737,내방,2022-05,199374
1380,7,2738,이수(7),2022-05,220921
1381,7,2739,남성,2022-05,153722
1382,7,2740,숭실대입구,2022-05,208917
1383,7,2741,상도,2022-05,147539
1384,7,2742,장승배기,2022-05,106865
1385,7,2743,신대방삼거리,2022-05,211170
1386,7,2744,보라매,2022-05,135737
1387,7,2745,신풍,2022-05,163134
1388,7,2746,대림(7),2022-05,113295
1389,7,2747,남구로,2022-05,254309
1390,7,2748,가산디지털단지(7),2022-05,750576
1391,7,2749,철산,2022-05,395259
1392,7,2750,광명사거리,2022-05,366688
1393,7,2751,천왕,2022-05,154807
1394,7,2752,온수(7),2022-05,137759
1395,8,2811,암사,2022-05,323123
1396,8,2812,천호(8),2022-05,247343
1397,8,2813,강동구청,2022-05,196974
1398,8,2814,몽촌토성,2022-05,127279
1399,8,2815,잠실(8),2022-05,237388
1400,8,2816,석촌(8),2022-05,162591
1401,8,2817,송파,2022-05,153399
1402,8,2818,가락시장(8),2022-05,126639
1403,8,2819,문정,2022-05,428384
1404,8,2820,장지,2022-05,313844
1405,8,2821,복정(8),2022-05,194166
1406,8,2822,산성,2022-05,98789
1407,8,2823,남한산성입구,2022-05,250116
1408,8,2824,단대오거리,2022-05,186357
1409,8,2825,신흥,2022-05,75475
1410,8,2826,수진,2022-05,76926
1411,8,2827,모란(8),2022-05,20922
1412,8,2828,남위례,2022-05,95012
