연번,호선,고유역번호(외부역코드),역명,수송연월,수송인원수
710,5,2531,애오개,2023-03,315426
711,5,2532,충정로(5),2023-03,196129
712,5,2533,서대문,2023-03,906642
713,5,2534,광화문,2023-03,1430985
714,5,2535,종로3가(5),2023-03,624438
715,5,2536,을지로4가(5),2023-03,241266
716,5,2537,동대문역사문화공원(5),2023-03,135719
717,5,2538,청구(5),2023-03,165491
718,5,2539,신금호,2023-03,313113
719,5,2540,행당,2023-03,374796
720,5,2541,왕십리(5),2023-03,173750
721,5,2542,마장,2023-03,267724
722,5,2543,답십리,2023-03,771953
723,5,2544,장한평,2023-03,943436
724,5,2545,군자(5),2023-03,533292
725,5,2546,아차산,2023-03,732161
726,5,2547,광나루,2023-03,632893
727,5,2548,천호(5),2023-03,824560
728,5,2549,강동,2023-03,875710
729,5,2550,길동,2023-03,374109
730,5,2551,굽은다리,2023-03,438512
731,5,2552,명일,2023-03,410583
732,5,2553,고덕,2023-03,446775
733,5,2554,상일동,2023-03,662906
734,5,2555,둔촌동,2023-03,433046
735,5,2556,올림픽공원(5),2023-03,248985
736,5,2557,방이,2023-03,341007
737,5,2558,오금(5),2023-03,148698
738,5,2559,개롱,2023-03,308630
739,5,2560,거여,2023-03,489614
740,5,2561,마천,2023-03,370045
741,5,2562,강일,2023-03,241571
742,5,2563,미사,2023-03,765887
743,5,2564,하남풍산,2023-03,186501
744,5,2565,하남시청,2023-03,330378
745,5,2566,하남검단산,2023-03,275196
746,6,2611,응암,2023-03,871729
747,6,2612,역촌,2023-03,187058
748,6,2613,불광(6),2023-03,197710
749,6,2614,독바위,2023-03,134209
750,6,2616,구산,2023-03,355191
751,6,2617,새절,2023-03,622590
752,6,2618,증산,2023-03,499714
753,6,2619,디지털미디어시티(6),2023-03,716206
754,6,2620,월드컵경기장,2023-03,283855
755,6,2621,마포구청,2023-03,660466
756,6,2622,망원,2023-03,741589
757,6,2623,합정(6),2023-03,571848
758,6,2624,상수,2023-03,538374
759,6,2625,광흥창,2023-03,415855
760,6,2626,대흥,2023-03,466197
761,6,2627,공덕(6),2023-03,827087
762,6,2628,효창공원앞,2023-03,357306
763,6,2629,삼각지(6),2023-03,303834
764,6,2630,녹사평,2023-03,255617
765,6,2631,이태원,2023-03,614762
766,6,2632,한강진,2023-03,549826
767,6,2633,버티고개,2023-03,110475
768,6,2634,약수(6),2023-03,171525
769,6,2635,청구(6),2023-03,164129
770,6,2636,신당(6),2023-03,373317
771,6,2637,동묘앞(6),2023-03,436304
772,6,2638,창신,2023-03,180772
773,6,2639,보문,2023-03,369141
774,6,2640,안암,2023-03,791677
775,6,2641,고려대,2023-03,476062
776,6,2642,월곡,2023-03,663096
777,6,2643,상월곡,2023-03,336107
778,6,2644,돌곶이,2023-03,492485
779,6,2645,석계(6),2023-03,661772
780,6,2646,태릉입구(6),2023-03,276652
781,6,2647,화랑대,2023-03,598683
782,6,2648,봉화산,2023-03,453455
783,7,2711,장암,2023-03,96942
784,7,2712,도봉산(7),2023-03,457677
785,7,2713,수락산,2023-03,613192
786,7,2714,마들,2023-03,618802
787,7,2715,노원(7),2023-03,883907
788,7,2716,중계,2023-03,695744
789,7,2717,하계,2023-03,854185
790,7,2718,공릉,2023-03,607252
791,7,2719,태릉입구(7),2023-03,421681
792,7,2720,먹골,2023-03,477058
793,7,2721,중화,2023-03,486214
794,7,2722,상봉(7),2023-03,775030
795,7,2723,면목,2023-03,760153
796,7,2724,사가정,2023-03,775686
797,7,2725,용마산,2023-03,287706
798,7,2726,중곡,2023-03,513102
799,7,2727,군자(7),2023-03,619732
800,7,2728,어린이대공원,2023-03,896230
801,7,2729,건대입구(7),2023-03,618431
802,7,2730,뚝섬유원지,2023-03,499272
803,7,2731,청담,2023-03,865175
804,7,2732,강남구청,2023-03,725157
805,7,2733,학동,2023-03,1074136
806,7,2734,논현,2023-03,762390
807,7,2735,반포,2023-03,265004
808,7,2736,고속터미널(7),2023-03,722332
809,7,2737,내방,2023-03,665726
810,7,2738,이수(7),2023-03,727946
811,7,2739,남성,2023-03,536582
812,7,2740,숭실대입구,2023-03,762672
813,7,2741,상도,2023-03,578790
814,7,2742,장승배기,2023-03,403548
815,7,2743,신대방삼거리,2023-03,682004
816,7,2744,보라매,2023-03,317402
817,7,2745,신풍,2023-03,533363
818,7,2746,대림(7),2023-03,396258
819,7,2747,남구로,2023-03,718050
820,7,2748,가산디지털단지(7),2023-03,2051026
821,7,2749,철산,2023-03,1084569
822,7,2750,광명사거리,2023-03,1040203
823,7,2751,천왕,2023-03,523271
824,7,2752,온수(7),2023-03,475811
825,8,2811,암사,2023-03,919987
826,8,2812,천호(8),2023-03,711815
827,8,2813,강동구청,2023-03,530908
828,8,2814,몽촌토성,2023-03,337241
829,8,2815,잠실(8),2023-03,737056
830,8,2816,석촌(8),2023-03,418060
831,8,2817,송파,2023-03,450444
832,8,2818,가락시장(8),2023-03,370445
833,8,2819,문정,2023-03,1061361
834,8,2820,장지,2023-03,873736
835,8,2821,복정(8),2023-03,496992
836,8,2822,산성,2023-03,268648
837,8,2823,남한산성입구,2023-03,718011
838,8,2824,단대오거리,2023-03,621124
839,8,2825,신흥,2023-03,255681
840,8,2826,수진,2023-03,253726
841,8,2827,모란(8),2023-03,184395
842,8,2828,남위례,2023-03,330498
843,9,4126,언주,2023-03,579336
844,9,4127,선정릉,2023-03,553520
845,9,4128,삼성중앙,2023-03,401013
846,9,4129,봉은사,2023-03,1109528
847,9,4130,종합운동장(9),2023-03,258600
848,9,4131,삼전,2023-03,379189
849,9,4132,석촌고분,2023-03,358357
850,9,4133,석촌(9),2023-03,480379
851,9,4134,송파나루,2023-03,291082
852,9,4135,한성백제,2023-03,135772
853,9,4136,올림픽공원(9),2023-03,516813
854,9,4137,둔촌오륜,2023-03,58863
855,9,4138,중앙보훈병원,2023-03,567561
856,1,150,서울역(1),2023-04,2574519
857,1,151,시청(1),2023-04,1311491
858,1,152,종각,2023-04,1945840
859,1,153,종로3가(1),2023-04,1226235
860,1,154,종로5가,2023-04,1303907
861,1,155,동대문(1),2023-04,576053
862,1,156,신설동(1),2023-04,657118
863,1,157,제기동,2023-04,898521
864,1,158,청량리,2023-04,1040905
865,1,159,동묘앞(1),2023-04,524187
866,2,201,시청(2),2023-04,1047410
867,2,202,을지로입구,2023-04,1974181
868,2,203,을지로3가(2),2023-04,1019078
869,2,204,을지로4가(2),2023-04,544617
870,2,205,동대문역사문화공원(2),2023-04,589716
871,2,206,신당(2),2023-04,636753
872,2,207,상왕십리,2023-04,615196
873,2,208,왕십리(2),2023-04,657346
874,2,209,한양대,2023-04,608578
875,2,210,뚝섬,2023-04,1109441
876,2,211,성수,2023-04,1778964
877,2,212,건대입구(2),2023-04,1521169
878,2,213,구의,2023-04,963145
879,2,214,강변,2023-04,1268002
880,2,215,잠실나루,2023-04,613345
881,2,216,잠실(2),2023-04,3267200
882,2,217,잠실새내,2023-04,946218
883,2,218,종합운동장(2),2023-04,724355
884,2,219,삼성,2023-04,2233335
885,2,220,선릉,2023-04,2073795
886,2,221,역삼,2023-04,2115243
887,2,222,강남,2023-04,3050414
888,2,223,교대(2),2023-04,1286229
889,2,224,서초,2023-04,902842
890,2,225,방배,2023-04,755778
891,2,226,사당(2),2023-04,1650712
892,2,227,낙성대,2023-04,1171811
893,2,228,서울대입구,2023-04,1955471
894,2,229,봉천,2023-04,975149
895,2,230,신림,2023-04,2352494
896,2,231,신대방,2023-04,1097509
897,2,232,구로디지털단지,2023-04,2414195
898,2,233,대림(2),2023-04,1034679
899,2,234,신도림,2023-04,2244095
900,2,235,문래,2023-04,955746
901,2,236,영등포구청(2),2023-04,890614
902,2,237,당산,2023-04,817860
903,2,238,합정(2),2023-04,1503528
904,2,239,홍대입구,2023-04,3229765
905,2,240,신촌,2023-04,1734190
906,2,241,이대,2023-04,808938
907,2,242,아현,2023-04,456124
908,2,243,충정로(2),2023-04,406747
909,2,244,용답,2023-04,124385
910,2,245,신답,2023-04,60206
911,2,246,신설동(2),2023-04,179218
912,2,247,도림천,2023-04,61252
913,2,248,양천구청,2023-04,328823
914,2,249,신정네거리,2023-04,483538
915,2,250,용두,2023-04,92291
916,3,309,지축,2023-04,309991
917,3,310,구파발,2023-04,989871
918,3,311,연신내(3),2023-04,1517501
919,3,312,불광(3),2023-04,742182
920,3,313,녹번,2023-04,671111
921,3,314,홍제,2023-04,827862
922,3,315,무악재,2023-04,195784
923,3,316,독립문,2023-04,344661
924,3,317,경복궁,2023-04,1272238
925,3,318,안국,2023-04,1325710
926,3,319,종로3가(3),2023-04,506315
927,3,320,을지로3가(3),2023-04,454062
928,3,322,동대입구,2023-04,585383
929,3,323,약수(3),2023-04,568596
930,3,324,금호,2023-04,357017
931,3,325,옥수,2023-04,428012
932,3,326,압구정,2023-04,1557795
933,3,327,신사,2023-04,1395512
934,3,328,잠원,2023-04,228352
935,3,329,고속터미널(3),2023-04,2206603
936,3,330,교대(3),2023-04,604808
937,3,331,남부터미널,2023-04,1449511
938,3,332,양재,2023-04,1776761
939,3,333,매봉,2023-04,574182
940,3,334,도곡,2023-04,252343
941,3,335,대치,2023-04,518391
942,3,336,학여울,2023-04,121371
943,3,337,대청,2023-04,449879
944,3,338,일원,2023-04,484952
945,3,339,수서,2023-04,847164
946,3,340,가락시장(3),2023-04,378388
947,3,341,경찰병원,2023-04,341222
948,3,342,오금(3),2023-04,257738
949,4,409,당고개,2023-04,404166
950,4,410,상계,2023-04,849202
951,4,411,노원(4),2023-04,805514
952,4,412,창동,2023-04,1199932
953,4,413,쌍문,2023-04,1274566
954,4,414,수유,2023-04,1570178
955,4,415,미아,2023-04,678878
956,4,416,미아사거리,2023-04,1191940
957,4,417,길음,2023-04,1002275
958,4,418,성신여대입구,2023-04,967299
959,4,419,한성대입구,2023-04,698536
960,4,420,혜화,2023-04,1777302
961,4,421,동대문(4),2023-04,903113
962,4,422,동대문역사문화공원(4),2023-04,693261
963,4,423,충무로(4),2023-04,1310221
964,4,424,명동,2023-04,1603443
965,4,425,회현,2023-04,1294933
966,4,426,서울역(4),2023-04,702687
967,4,427,숙대입구,2023-04,701273
968,4,428,삼각지(4),2023-04,274119
969,4,429,신용산,2023-04,844693
970,4,430,이촌,2023-04,445612
971,4,431,동작,2023-04,98001
972,4,432,이수(총신대입구),2023-04,1007216
973,4,433,사당(4),2023-04,1192170
974,4,434,남태령,2023-04,66720
975,5,2511,방화,2023-04,290773
976,5,2512,개화산,2023-04,245388
977,5,2513,김포공항(5),2023-04,319520
978,5,2514,송정,2023-04,252638
979,5,2515,마곡,2023-04,432442
980,5,2516,발산,2023-04,884343
981,5,2517,우장산,2023-04,623269
982,5,2518,화곡,2023-04,1212669
983,5,2519,까치산(5),2023-04,1285226
984,5,2520,신정,2023-04,541248
985,5,2521,목동,2023-04,745346
986,5,2522,오목교,2023-04,972748
987,5,2523,양평(5),2023-04,306333
988,5,2524,영등포구청(5),2023-04,151639
989,5,2525,영등포시장,2023-04,462036
990,5,2526,신길(5),2023-04,195717
991,5,2527,여의도(5),2023-04,1196602
992,5,2528,여의나루,2023-04,962847
993,5,2529,마포,2023-04,655117
994,5,2530,공덕(5),2023-04,611582
995,5,2531,애오개,2023-04,297760
996,5,2532,충정로(5),2023-04,184190
997,5,2533,서대문,2023-04,841786
998,5,2534,광화문,2023-04,1353091
999,5,2535,종로3가(5),2023-04,614075
1000,5,2536,을지로4가(5),2023-04,224314
1001,5,2537,동대문역사문화공원(5),2023-04,121872
1002,5,2538,청구(5),2023-04,156126
1003,5,2539,신금호,2023-04,294500
1004,5,2540,행당,2023-04,355867
1005,5,2541,왕십리(5),2023-04,163018
1006,5,2542,마장,2023-04,256901
1007,5,2543,답십리,2023-04,725414
1008,5,2544,장한평,2023-04,889246
1009,5,2545,군자(5),2023-04,502867
1010,5,2546,아차산,2023-04,701782
1011,5,2547,광나루,2023-04,607003
1012,5,2548,천호(5),2023-04,788552
1013,5,2549,강동,2023-04,829507
1014,5,2550,길동,2023-04,356346
1015,5,2551,굽은다리,2023-04,415335
1016,5,2552,명일,2023-04,388924
1017,5,2553,고덕,2023-04,417713
1018,5,2554,상일동,2023-04,624290
1019,5,2555,둔촌동,2023-04,408121
1020,5,2556,올림픽공원(5),2023-04,227926
1021,5,2557,방이,2023-04,323784
1022,5,2558,오금(5),2023-04,140576
1023,5,2559,개롱,2023-04,293795
1024,5,2560,거여,2023-04,461602
1025,5,2561,마천,2023-04,348718
1026,5,2562,강일,2023-04,230652
1027,5,2563,미사,2023-04,727651
1028,5,2564,하남풍산,2023-04,178580
1029,5,2565,하남시청,2023-04,312407
1030,5,2566,하남검단산,2023-04,262217
1031,6,2611,응암,2023-04,834794
1032,6,2612,역촌,2023-04,179133
1033,6,2613,불광(6),2023-04,188756
1034,6,2614,독바위,2023-04,128008
1035,6,2616,구산,2023-04,335281
1036,6,2617,새절,2023-04,595962
1037,6,2618,증산,2023-04,472631
1038,6,2619,디지털미디어시티(6),2023-04,673337
1039,6,2620,월드컵경기장,2023-04,276285
1040,6,2621,마포구청,2023-04,630266
1041,6,2622,망원,2023-04,717364
1042,6,2623,합정(6),2023-04,549019
1043,6,2624,상수,2023-04,519747
1044,6,2625,광흥창,2023-04,392538
1045,6,2626,대흥,2023-04,435233
1046,6,2627,공덕(6),2023-04,784732
1047,6,2628,효창공원앞,2023-04,337796
1048,6,2629,삼각지(6),2023-04,295801
1049,6,2630,녹사평,2023-04,250785
1050,6,2631,이태원,2023-04,620301
1051,6,2632,한강진,2023-04,535375
1052,6,2633,버티고개,2023-04,103557
1053,6,2634,약수(6),2023-04,165558
1054,6,2635,청구(6),2023-04,156321
1055,6,2636,신당(6),2023-04,372245
1056,6,2637,동묘앞(6),2023-04,414126
1057,6,2638,창신,2023-04,169625
1058,6,2639,보문,2023-04,351094
1059,6,2640,안암,2023-04,684427
1060,6,2641,고려대,2023-04,443705
1061,6,2642,월곡,2023-04,606279
1062,6,2643,상월곡,2023-04,319231
1063,6,2644,돌곶이,2023-04,470353
1064,6,2645,석계(6),2023-04,621447
1065,6,2646,태릉입구(6),2023-04,259252
1066,6,2647,화랑대,2023-04,562848
1067,6,2648,봉화산,2023-04,423138
1068,7,2711,장암,2023-04,94244
1069,7,2712,도봉산(7),2023-04,439743
1070,7,2713,수락산,2023-04,576202
1071,7,2714,마들,2023-04,582964
1072,7,2715,노원(7),2023-04,829766
1073,7,2716,중계,2023-04,663168
1074,7,2717,하계,2023-04,814472
1075,7,2718,공릉,2023-04,566917
1076,7,2719,태릉입구(7),2023-04,394145
1077,7,2720,먹골,2023-04,451358
1078,7,2721,중화,2023-04,460315
1079,7,2722,상봉(7),2023-04,741715
1080,7,2723,면목,2023-04,720392
1081,7,2724,사가정,2023-04,734019
1082,7,2725,용마산,2023-04,274826
1083,7,2726,중곡,2023-04,483938
1084,7,2727,군자(7),2023-04,589608
1085,7,2728,어린이대공원,2023-04,848062
1086,7,2729,건대입구(7),2023-04,577638
1087,7,2730,뚝섬유원지,2023-04,517484
1088,7,2731,청담,2023-04,820546
1089,7,2732,강남구청,2023-04,679944
1090,7,2733,학동,2023-04,984058
1091,7,2734,논현,2023-04,700090
1092,7,2735,반포,2023-04,250757
1093,7,2736,고속터미널(7),2023-04,710079
1094,7,2737,내방,2023-04,615069
1095,7,2738,이수(7),2023-04,688565
1096,7,2739,남성,2023-04,507129
1097,7,2740,숭실대입구,2023-04,699478
1098,7,2741,상도,2023-04,535510
1099,7,2742,장승배기,2023-04,384807
1100,7,2743,신대방삼거리,2023-04,642224
1101,7,2744,보라매,2023-04,301530
1102,7,2745,신풍,2023-04,508857
1103,7,2746,대림(7),2023-04,391406
1104,7,2747,남구로,2023-04,679372
1105,7,2748,가산디지털단지(7),2023-04,1893964
1106,7,2749,철산,2023-04,1022241
1107,7,2750,광명사거리,2023-04,977179
1108,7,2751,천왕,2023-04,495350
1109,7,2752,온수(7),2023-04,447403
1110,8,2811,암사,2023-04,869667
1111,8,2812,천호(8),2023-04,675863
1112,8,2813,강동구청,2023-04,498943
1113,8,2814,몽촌토성,2023-04,326143
1114,8,2815,잠실(8),2023-04,722682
1115,8,2816,석촌(8),2023-04,410588
1116,8,2817,송파,2023-04,429429
1117,8,2818,가락시장(8),2023-04,346415
1118,8,2819,문정,2023-04,990405
1119,8,2820,장지,2023-04,810240
1120,8,2821,복정(8),2023-04,470552
1121,8,2822,산성,2023-04,255049
1122,8,2823,남한산성입구,2023-04,673091
1123,8,2824,단대오거리,2023-04,584062
1124,8,2825,신흥,2023-04,241349
1125,8,2826,수진,2023-04,244012
1126,8,2827,모란(8),2023-04,174732
1127,8,2828,남위례,2023-04,316044
1128,9,4126,언주,2023-04,547613
1129,9,4127,선정릉,2023-04,525168
1130,9,4128,삼성중앙,2023-04,382349
1131,9,4129,봉은사,2023-04,1078460
1132,9,4130,종합운동장(9),2023-04,265603
1133,9,4131,삼전,2023-04,356577
1134,9,4132,석촌고분,2023-04,344791
1135,9,4133,석촌(9),2023-04,474862
1136,9,4134,송파나루,2023-04,282314
1137,9,4135,한성백제,2023-04,138789
1138,9,4136,올림픽공원(9),2023-04,467600
1139,9,4137,둔촌오륜,2023-04,53878
1140,9,4138,중앙보훈병원,2023-04,535384
1141,1,150,서울역(1),2023-05,2661888
1142,1,151,시청(1),2023-05,1365284
1143,1,152,종각,2023-05,2028200
1144,1,153,종로3가(1),2023-05,1285571
1145,1,154,종로5가,2023-05,1370479
1146,1,155,동대문(1),2023-05,595623
1147,1,156,신설동(1),2023-05,671639
1148,1,157,제기동,2023-05,914964
1149,1,158,청량리,2023-05,1072696
1150,1,159,동묘앞(1),2023-05,518968
1151,2,201,시청(2),2023-05,1089880
1152,2,202,을지로입구,2023-05,2023000
1153,2,203,을지로3가(2),2023-05,1031436
1154,2,204,을지로4가(2),2023-05,561352
1155,2,205,동대문역사문화공원(2),2023-05,615185
1156,2,206,신당(2),2023-05,648585
1157,2,207,상왕십리,2023-05,626924
1158,2,208,왕십리(2),2023-05,670894
1159,2,209,한양대,2023-05,643607
1160,2,210,뚝섬,2023-05,1090171
1161,2,211,성수,2023-05,1850579
1162,2,212,건대입구(2),2023-05,1584261
1163,2,213,구의,2023-05,983369
1164,2,214,강변,2023-05,1331247
1165,2,215,잠실나루,2023-05,626385
1166,2,216,잠실(2),2023-05,3167799
1167,2,217,잠실새내,2023-05,962597
1168,2,218,종합운동장(2),2023-05,689161
1169,2,219,삼성,2023-05,2271846
1170,2,220,선릉,2023-05,2108980
1171,2,221,역삼,2023-05,2117235
1172,2,222,강남,2023-05,3102614
1173,2,223,교대(2),2023-05,1284176
1174,2,224,서초,2023-05,883313
1175,2,225,방배,2023-05,766740
1176,2,226,사당(2),2023-05,1642753
1177,2,227,낙성대,2023-05,1181961
1178,2,228,서울대입구,2023-05,1982209
1179,2,229,봉천,2023-05,983897
1180,2,230,신림,2023-05,2387113
1181,2,231,신대방,2023-05,1110786
1182,2,232,구로디지털단지,2023-05,2436757
1183,2,233,대림(2),2023-05,1042028
1184,2,234,신도림,2023-05,2255607
1185,2,235,문래,2023-05,961190
1186,2,236,영등포구청(2),2023-05,899768
1187,2,237,당산,2023-05,820922
1188,2,238,합정(2),2023-05,1501887
1189,2,239,홍대입구,2023-05,3336001
1190,2,240,신촌,2023-05,1804586
1191,2,241,이대,2023-05,842123
1192,2,242,아현,2023-05,470577
1193,2,243,충정로(2),2023-05,412768
1194,2,244,용답,2023-05,125688
1195,2,245,신답,2023-05,61268
1196,2,246,신설동(2),2023-05,175544
1197,2,247,도림천,2023-05,59511
1198,2,248,양천구청,2023-05,335702
1199,2,249,신정네거리,2023-05,492157
1200,2,250,용두,2023-05,94611
1201,3,309,지축,2023-05,321399
1202,3,310,구파발,2023-05,1024076
1203,3,311,연신내(3),2023-05,1551859
1204,3,312,불광(3),2023-05,761382
1205,3,313,녹번,2023-05,691662
1206,3,314,홍제,2023-05,850781
1207,3,315,무악재,2023-05,202526
1208,3,316,독립문,2023-05,364992
1209,3,317,경복궁,2023-05,1310016
1210,3,318,안국,2023-05,1318227
1211,3,319,종로3가(3),2023-05,526807
1212,3,320,을지로3가(3),2023-05,467158
1213,3,322,동대입구,2023-05,628459
1214,3,323,약수(3),2023-05,583662
1215,3,324,금호,2023-05,362784
1216,3,325,옥수,2023-05,438563
1217,3,326,압구정,2023-05,1589437
1218,3,327,신사,2023-05,1398874
1219,3,328,잠원,2023-05,233092
1220,3,329,고속터미널(3),2023-05,2367636
1221,3,330,교대(3),2023-05,628562
1222,3,331,남부터미널,2023-05,1503405
1223,3,332,양재,2023-05,1784940
1224,3,333,매봉,2023-05,573588
1225,3,334,도곡,2023-05,249576
1226,3,335,대치,2023-05,547308
1227,3,336,학여울,2023-05,112117
1228,3,337,대청,2023-05,454146
1229,3,338,일원,2023-05,489090
1230,3,339,수서,2023-05,859294
1231,3,340,가락시장(3),2023-05,381706
1232,3,341,경찰병원,2023-05,345517
1233,3,342,오금(3),2023-05,263216
1234,4,409,당고개,2023-05,417437
1235,4,410,상계,2023-05,866538
1236,4,411,노원(4),2023-05,842429
1237,4,412,창동,2023-05,1237061
1238,4,413,쌍문,2023-05,1305759
1239,4,414,수유,2023-05,1608334
1240,4,415,미아,2023-05,702998
1241,4,416,미아사거리,2023-05,1223510
1242,4,417,길음,2023-05,1044626
1243,4,418,성신여대입구,2023-05,1018679
1244,4,419,한성대입구,2023-05,732832
1245,4,420,혜화,2023-05,1905290
1246,4,421,동대문(4),2023-05,983167
1247,4,422,동대문역사문화공원(4),2023-05,723727
1248,4,423,충무로(4),2023-05,1362028
1249,4,424,명동,2023-05,1609768
1250,4,425,회현,2023-05,1382218
1251,4,426,서울역(4),2023-05,713353
1252,4,427,숙대입구,2023-05,720514
1253,4,428,삼각지(4),2023-05,278085
1254,4,429,신용산,2023-05,876176
1255,4,430,이촌,2023-05,473486
1256,4,431,동작,2023-05,105811
1257,4,432,이수(총신대입구),2023-05,1027442
1258,4,433,사당(4),2023-05,1190006
1259,4,434,남태령,2023-05,66941
1260,5,2511,방화,2023-05,295972
1261,5,2512,개화산,2023-05,250048
1262,5,2513,김포공항(5),2023-05,336863
1263,5,2514,송정,2023-05,255286
1264,5,2515,마곡,2023-05,446332
1265,5,2516,발산,2023-05,905122
1266,5,2517,우장산,2023-05,643594
1267,5,2518,화곡,2023-05,1233395
1268,5,2519,까치산(5),2023-05,1302138
1269,5,2520,신정,2023-05,556063
1270,5,2521,목동,2023-05,758088
1271,5,2522,오목교,2023-05,988646
1272,5,2523,양평(5),2023-05,304945
1273,5,2524,영등포구청(5),2023-05,156376
1274,5,2525,영등포시장,2023-05,461287
1275,5,2526,신길(5),2023-05,193071
1276,5,2527,여의도(5),2023-05,1175121
1277,5,2528,여의나루,2023-05,810896
1278,5,2529,마포,2023-05,659719
1279,5,2530,공덕(5),2023-05,612401
1280,5,2531,애오개,2023-05,302714
1281,5,2532,충정로(5),2023-05,186239
1282,5,2533,서대문,2023-05,862762
1283,5,2534,광화문,2023-05,1404920
1284,5,2535,종로3가(5),2023-05,640150
1285,5,2536,을지로4가(5),2023-05,232082
1286,5,2537,동대문역사문화공원(5),2023-05,122243
1287,5,2538,청구(5),2023-05,161053
1288,5,2539,신금호,2023-05,303544
1289,5,2540,행당,2023-05,364609
1290,5,2541,왕십리(5),2023-05,164955
1291,5,2542,마장,2023-05,256808
1292,5,2543,답십리,2023-05,720400
1293,5,2544,장한평,2023-05,905273
1294,5,2545,군자(5),2023-05,514124
1295,5,2546,아차산,2023-05,708194
1296,5,2547,광나루,2023-05,621868
1297,5,2548,천호(5),2023-05,808061
1298,5,2549,강동,2023-05,841421
1299,5,2550,길동,2023-05,366025
1300,5,2551,굽은다리,2023-05,418835
1301,5,2552,명일,2023-05,393899
1302,5,2553,고덕,2023-05,429749
1303,5,2554,상일동,2023-05,639538
1304,5,2555,둔촌동,2023-05,410990
1305,5,2556,올림픽공원(5),2023-05,237422
1306,5,2557,방이,2023-05,324599
1307,5,2558,오금(5),2023-05,145273
1308,5,2559,개롱,2023-05,297124
1309,5,2560,거여,2023-05,471380
1310,5,2561,마천,2023-05,353277
1311,5,2562,강일,2023-05,237901
1312,5,2563,미사,2023-05,744000
1313,5,2564,하남풍산,2023-05,179992
1314,5,2565,하남시청,2023-05,322523
1315,5,2566,하남검단산,2023-05,270495
1316,6,2611,응암,2023-05,839848
1317,6,2612,역촌,2023-05,185100
1318,6,2613,불광(6),2023-05,191811
1319,6,2614,독바위,2023-05,130296
1320,6,2616,구산,2023-05,340198
1321,6,2617,새절,2023-05,601317
1322,6,2618,증산,2023-05,481173
1323,6,2619,디지털미디어시티(6),2023-05,686860
1324,6,2620,월드컵경기장,2023-05,302906
1325,6,2621,마포구청,2023-05,641415
1326,6,2622,망원,2023-05,729791
1327,6,2623,합정(6),2023-05,547922
1328,6,2624,상수,2023-05,545585
1329,6,2625,광흥창,2023-05,397808
1330,6,2626,대흥,2023-05,446390
1331,6,2627,공덕(6),2023-05,791707
1332,6,2628,효창공원앞,2023-05,344980
1333,6,2629,삼각지(6),2023-05,311013
1334,6,2630,녹사평,2023-05,257925
1335,6,2631,이태원,2023-05,638835
1336,6,2632,한강진,2023-05,538803
1337,6,2633,버티고개,2023-05,106702
1338,6,2634,약수(6),2023-05,170197
1339,6,2635,청구(6),2023-05,160468
1340,6,2636,신당(6),2023-05,382103
1341,6,2637,동묘앞(6),2023-05,417859
1342,6,2638,창신,2023-05,173020
1343,6,2639,보문,2023-05,363973
1344,6,2640,안암,2023-05,761158
1345,6,2641,고려대,2023-05,470100
1346,6,2642,월곡,2023-05,630341
1347,6,2643,상월곡,2023-05,332685
1348,6,2644,돌곶이,2023-05,488049
1349,6,2645,석계(6),2023-05,642357
1350,6,2646,태릉입구(6),2023-05,344505
1351,6,2647,화랑대,2023-05,582021
1352,6,2648,봉화산,2023-05,435061
1353,7,2711,장암,2023-05,97331
1354,7,2712,도봉산(7),2023-05,453378
1355,7,2713,수락산,2023-05,592986
1356,7,2714,마들,2023-05,598911
1357,7,2715,노원(7),2023-05,868091
1358,7,2716,중계,2023-05,680550
1359,7,2717,하계,2023-05,840752
1360,7,2718,공릉,2023-05,584142
1361,7,2719,태릉입구(7),2023-05,509351
1362,7,2720,먹골,2023-05,489320
1363,7,2721,중화,2023-05,500716
1364,7,2722,상봉(7),2023-05,754100
1365,7,2723,면목,2023-05,728074
1366,7,2724,사가정,2023-05,755665
1367,7,2725,용마산,2023-05,278215
1368,7,2726,중곡,2023-05,495153
1369,7,2727,군자(7),2023-05,598976
1370,7,2728,어린이대공원,2023-05,895419
1371,7,2729,건대입구(7),2023-05,610681
1372,7,2730,뚝섬유원지,2023-05,566379
1373,7,2731,청담,2023-05,823167
1374,7,2732,강남구청,2023-05,687079
1375,7,2733,학동,2023-05,993351
1376,7,2734,논현,2023-05,711073
1377,7,2735,반포,2023-05,259919
1378,7,2736,고속터미널(7),2023-05,744972
1379,7,2737,내방,2023-05,635467
1380,7,2738,이수(7),2023-05,705134
1381,7,2739,남성,2023-05,520425
1382,7,2740,숭실대입구,2023-05,719157
1383,7,2741,상도,2023-05,554666
1384,7,2742,장승배기,2023-05,393981
1385,7,2743,신대방삼거리,2023-05,655642
1386,7,2744,보라매,2023-05,309195
1387,7,2745,신풍,2023-05,515461
1388,7,2746,대림(7),2023-05,405564
1389,7,2747,남구로,2023-05,690506
1390,7,2748,가산디지털단지(7),2023-05,1952940
1391,7,2749,철산,2023-05,1046010
1392,7,2750,광명사거리,2023-05,991071
1393,7,2751,천왕,2023-05,507461
1394,7,2752,온수(7),2023-05,451004
1395,8,2811,암사,2023-05,883565
1396,8,2812,천호(8),2023-05,684154
1397,8,2813,강동구청,2023-05,510327
