연번,호선,고유역번호(외부역코드),역명,수송연월,수송인원수
714,5,2535,종로3가(5),2022-03,428795
715,5,2536,을지로4가(5),2022-03,174539
716,5,2537,동대문역사문화공원(5),2022-03,94415
717,5,2538,청구(5),2022-03,135012
718,5,2539,신금호,2022-03,248807
719,5,2540,행당,2022-03,293184
720,5,2541,왕십리(5),2022-03,141675
721,5,2542,마장,2022-03,206737
722,5,2543,답십리,2022-03,611537
723,5,2544,장한평,2022-03,732320
724,5,2545,군자(5),2022-03,409807
725,5,2546,아차산,2022-03,598383
726,5,2547,광나루,2022-03,473054
727,5,2548,천호(5),2022-03,644150
728,5,2549,강동,2022-03,716497
729,5,2550,길동,2022-03,305822
730,5,2551,굽은다리,2022-03,346510
731,5,2552,명일,2022-03,312264
732,5,2553,고덕,2022-03,337333
733,5,2554,상일동,2022-03,530026
734,5,2555,둔촌동,2022-03,333459
735,5,2556,올림픽공원(5),2022-03,148580
736,5,2557,방이,2022-03,264847
737,5,2558,오금(5),2022-03,121365
738,5,2559,개롱,2022-03,236821
739,5,2560,거여,2022-03,377313
740,5,2561,마천,2022-03,277562
741,5,2562,강일,2022-03,145550
742,5,2563,미사,2022-03,570991
743,5,2564,하남풍산,2022-03,146121
744,5,2565,하남시청,2022-03,230319
745,5,2566,하남검단산,2022-03,197438
746,6,2611,응암,2022-03,695589
747,6,2612,역촌,2022-03,154194
748,6,2613,불광(6),2022-03,151620
749,6,2614,독바위,2022-03,108198
750,6,2616,구산,2022-03,276414
751,6,2617,새절,2022-03,494925
752,6,2618,증산,2022-03,399503
753,6,2619,디지털미디어시티(6),2022-03,516082
754,6,2620,월드컵경기장,2022-03,218956
755,6,2621,마포구청,2022-03,525650
756,6,2622,망원,2022-03,575162
757,6,2623,합정(6),2022-03,429856
758,6,2624,상수,2022-03,379689
759,6,2625,광흥창,2022-03,318598
760,6,2626,대흥,2022-03,318530
761,6,2627,공덕(6),2022-03,611551
762,6,2628,효창공원앞,2022-03,263378
763,6,2629,삼각지(6),2022-03,205572
764,6,2630,녹사평,2022-03,196176
765,6,2631,이태원,2022-03,465137
766,6,2632,한강진,2022-03,339434
767,6,2633,버티고개,2022-03,81964
768,6,2634,약수(6),2022-03,134078
769,6,2635,청구(6),2022-03,131230
770,6,2636,신당(6),2022-03,289360
771,6,2637,동묘앞(6),2022-03,329677
772,6,2638,창신,2022-03,136361
773,6,2639,보문,2022-03,275373
774,6,2640,안암,2022-03,533156
775,6,2641,고려대,2022-03,334248
776,6,2642,월곡,2022-03,487569
777,6,2643,상월곡,2022-03,253800
778,6,2644,돌곶이,2022-03,379525
779,6,2645,석계(6),2022-03,527778
780,6,2646,태릉입구(6),2022-03,216785
781,6,2647,화랑대,2022-03,450478
782,6,2648,봉화산,2022-03,351670
783,7,2711,장암,2022-03,66682
784,7,2712,도봉산(7),2022-03,363508
785,7,2713,수락산,2022-03,481736
786,7,2714,마들,2022-03,482742
787,7,2715,노원(7),2022-03,685541
788,7,2716,중계,2022-03,535365
789,7,2717,하계,2022-03,660782
790,7,2718,공릉,2022-03,490003
791,7,2719,태릉입구(7),2022-03,299889
792,7,2720,먹골,2022-03,385501
793,7,2721,중화,2022-03,392365
794,7,2722,상봉(7),2022-03,606135
795,7,2723,면목,2022-03,620806
796,7,2724,사가정,2022-03,617697
797,7,2725,용마산,2022-03,235472
798,7,2726,중곡,2022-03,416171
799,7,2727,군자(7),2022-03,487729
800,7,2728,어린이대공원,2022-03,560499
801,7,2729,건대입구(7),2022-03,452043
802,7,2730,뚝섬유원지,2022-03,325640
803,7,2731,청담,2022-03,661932
804,7,2732,강남구청,2022-03,541608
805,7,2733,학동,2022-03,833294
806,7,2734,논현,2022-03,670933
807,7,2735,반포,2022-03,192985
808,7,2736,고속터미널(7),2022-03,518038
809,7,2737,내방,2022-03,511116
810,7,2738,이수(7),2022-03,568938
811,7,2739,남성,2022-03,401399
812,7,2740,숭실대입구,2022-03,526540
813,7,2741,상도,2022-03,399622
814,7,2742,장승배기,2022-03,317253
815,7,2743,신대방삼거리,2022-03,595323
816,7,2744,보라매,2022-03,355943
817,7,2745,신풍,2022-03,425376
818,7,2746,대림(7),2022-03,292860
819,7,2747,남구로,2022-03,594093
820,7,2748,가산디지털단지(7),2022-03,1649379
821,7,2749,철산,2022-03,823179
822,7,2750,광명사거리,2022-03,867675
823,7,2751,천왕,2022-03,403119
824,7,2752,온수(7),2022-03,357191
825,8,2811,암사,2022-03,732023
826,8,2812,천호(8),2022-03,573672
827,8,2813,강동구청,2022-03,419526
828,8,2814,몽촌토성,2022-03,243862
829,8,2815,잠실(8),2022-03,522000
830,8,2816,석촌(8),2022-03,327751
831,8,2817,송파,2022-03,305438
832,8,2818,가락시장(8),2022-03,292107
833,8,2819,문정,2022-03,869604
834,8,2820,장지,2022-03,693100
835,8,2821,복정(8),2022-03,398018
836,8,2822,산성,2022-03,213400
837,8,2823,남한산성입구,2022-03,571399
838,8,2824,단대오거리,2022-03,435924
839,8,2825,신흥,2022-03,169296
840,8,2826,수진,2022-03,202854
841,8,2827,모란(8),2022-03,138859
842,8,2828,남위례,2022-03,180469
843,9,4126,언주,2022-03,440617
844,9,4127,선정릉,2022-03,413799
845,9,4128,삼성중앙,2022-03,277882
846,9,4129,봉은사,2022-03,695856
847,9,4130,종합운동장(9),2022-03,183894
848,9,4131,삼전,2022-03,294146
849,9,4132,석촌고분,2022-03,259264
850,9,4133,석촌(9),2022-03,346693
851,9,4134,송파나루,2022-03,223758
852,9,4135,한성백제,2022-03,97506
853,9,4136,올림픽공원(9),2022-03,266865
854,9,4137,둔촌오륜,2022-03,45579
855,9,4138,중앙보훈병원,2022-03,405704
856,1,150,서울역(1),2022-04,1987003
857,1,151,시청(1),2022-04,1033391
858,1,152,종각,2022-04,1592996
859,1,153,종로3가(1),2022-04,1099809
860,1,154,종로5가,2022-04,1121206
861,1,155,동대문(1),2022-04,524945
862,1,156,신설동(1),2022-04,611768
863,1,157,제기동,2022-04,851266
864,1,158,청량리,2022-04,972386
865,1,159,동묘앞(1),2022-04,473033
866,2,201,시청(2),2022-04,854823
867,2,202,을지로입구,2022-04,1495786
868,2,203,을지로3가(2),2022-04,859025
869,2,204,을지로4가(2),2022-04,462753
870,2,205,동대문역사문화공원(2),2022-04,466931
871,2,206,신당(2),2022-04,572906
872,2,207,상왕십리,2022-04,564146
873,2,208,왕십리(2),2022-04,625718
874,2,209,한양대,2022-04,551042
875,2,210,뚝섬,2022-04,993280
876,2,211,성수,2022-04,1560514
877,2,212,건대입구(2),2022-04,1429973
878,2,213,구의,2022-04,880885
879,2,214,강변,2022-04,1145452
880,2,215,잠실나루,2022-04,532197
881,2,216,잠실(2),2022-04,2996031
882,2,217,잠실새내,2022-04,816560
883,2,218,종합운동장(2),2022-04,476436
884,2,219,삼성,2022-04,1851089
885,2,220,선릉,2022-04,1875722
886,2,221,역삼,2022-04,1878085
887,2,222,강남,2022-04,3020806
888,2,223,교대(2),2022-04,1209986
889,2,224,서초,2022-04,786910
890,2,225,방배,2022-04,681864
891,2,226,사당(2),2022-04,1434073
892,2,227,낙성대,2022-04,1060326
893,2,228,서울대입구,2022-04,1845995
894,2,229,봉천,2022-04,881273
895,2,230,신림,2022-04,2447918
896,2,231,신대방,2022-04,1059766
897,2,232,구로디지털단지,2022-04,2216374
898,2,233,대림(2),2022-04,919325
899,2,234,신도림,2022-04,2003224
900,2,235,문래,2022-04,878610
901,2,236,영등포구청(2),2022-04,838415
902,2,237,당산,2022-04,755514
903,2,238,합정(2),2022-04,1313923
904,2,239,홍대입구,2022-04,2542648
905,2,240,신촌,2022-04,1376132
906,2,241,이대,2022-04,576620
907,2,242,아현,2022-04,404236
908,2,243,충정로(2),2022-04,365135
909,2,244,용답,2022-04,120843
910,2,245,신답,2022-04,54583
911,2,246,신설동(2),2022-04,156004
912,2,247,도림천,2022-04,62131
913,2,248,양천구청,2022-04,290833
914,2,249,신정네거리,2022-04,441067
915,2,250,용두,2022-04,84132
916,3,309,지축,2022-04,215499
917,3,310,구파발,2022-04,878313
918,3,311,연신내(3),2022-04,1475658
919,3,312,불광(3),2022-04,674477
920,3,313,녹번,2022-04,606401
921,3,314,홍제,2022-04,739311
922,3,315,무악재,2022-04,165915
923,3,316,독립문,2022-04,311926
924,3,317,경복궁,2022-04,987145
925,3,318,안국,2022-04,994876
926,3,319,종로3가(3),2022-04,441376
927,3,320,을지로3가(3),2022-04,371760
928,3,322,동대입구,2022-04,445164
929,3,323,약수(3),2022-04,517884
930,3,324,금호,2022-04,321361
931,3,325,옥수,2022-04,395144
932,3,326,압구정,2022-04,1409160
933,3,327,신사,2022-04,1426723
934,3,328,잠원,2022-04,204788
935,3,329,고속터미널(3),2022-04,1872788
936,3,330,교대(3),2022-04,500704
937,3,331,남부터미널,2022-04,1322395
938,3,332,양재,2022-04,1670818
939,3,333,매봉,2022-04,526558
940,3,334,도곡,2022-04,224097
941,3,335,대치,2022-04,443986
942,3,336,학여울,2022-04,100445
943,3,337,대청,2022-04,397460
944,3,338,일원,2022-04,412910
945,3,339,수서,2022-04,731480
946,3,340,가락시장(3),2022-04,346193
947,3,341,경찰병원,2022-04,305351
948,3,342,오금(3),2022-04,230042
949,4,409,당고개,2022-04,365024
950,4,410,상계,2022-04,794599
951,4,411,노원(4),2022-04,752459
952,4,412,창동,2022-04,1128648
953,4,413,쌍문,2022-04,1187605
954,4,414,수유,2022-04,1436594
955,4,415,미아,2022-04,620572
956,4,416,미아사거리,2022-04,1132739
957,4,417,길음,2022-04,877457
958,4,418,성신여대입구,2022-04,862599
959,4,419,한성대입구,2022-04,624539
960,4,420,혜화,2022-04,1501177
961,4,421,동대문(4),2022-04,826908
962,4,422,동대문역사문화공원(4),2022-04,509283
963,4,423,충무로(4),2022-04,1095532
964,4,424,명동,2022-04,906495
965,4,425,회현,2022-04,1105307
966,4,426,서울역(4),2022-04,563562
967,4,427,숙대입구,2022-04,590503
968,4,428,삼각지(4),2022-04,215366
969,4,429,신용산,2022-04,683843
970,4,430,이촌,2022-04,369284
971,4,431,동작,2022-04,107570
972,4,432,이수(총신대입구),2022-04,932110
973,4,433,사당(4),2022-04,1050516
974,4,434,남태령,2022-04,57206
975,5,2511,방화,2022-04,262596
976,5,2512,개화산,2022-04,220518
977,5,2513,김포공항(5),2022-04,297204
978,5,2514,송정,2022-04,239116
979,5,2515,마곡,2022-04,384805
980,5,2516,발산,2022-04,781366
981,5,2517,우장산,2022-04,569271
982,5,2518,화곡,2022-04,1097196
983,5,2519,까치산(5),2022-04,1197662
984,5,2520,신정,2022-04,510486
985,5,2521,목동,2022-04,682327
986,5,2522,오목교,2022-04,888751
987,5,2523,양평(5),2022-04,282721
988,5,2524,영등포구청(5),2022-04,132018
989,5,2525,영등포시장,2022-04,397119
990,5,2526,신길(5),2022-04,160847
991,5,2527,여의도(5),2022-04,1121796
992,5,2528,여의나루,2022-04,959388
993,5,2529,마포,2022-04,596387
994,5,2530,공덕(5),2022-04,536267
995,5,2531,애오개,2022-04,273088
996,5,2532,충정로(5),2022-04,172409
997,5,2533,서대문,2022-04,736741
998,5,2534,광화문,2022-04,1114304
999,5,2535,종로3가(5),2022-04,500418
1000,5,2536,을지로4가(5),2022-04,195993
1001,5,2537,동대문역사문화공원(5),2022-04,100733
1002,5,2538,청구(5),2022-04,146370
1003,5,2539,신금호,2022-04,275264
1004,5,2540,행당,2022-04,324405
1005,5,2541,왕십리(5),2022-04,154893
1006,5,2542,마장,2022-04,225286
1007,5,2543,답십리,2022-04,657699
1008,5,2544,장한평,2022-04,794359
1009,5,2545,군자(5),2022-04,446789
1010,5,2546,아차산,2022-04,680984
1011,5,2547,광나루,2022-04,539594
1012,5,2548,천호(5),2022-04,712894
1013,5,2549,강동,2022-04,782468
1014,5,2550,길동,2022-04,326978
1015,5,2551,굽은다리,2022-04,380468
1016,5,2552,명일,2022-04,349559
1017,5,2553,고덕,2022-04,373310
1018,5,2554,상일동,2022-04,587934
1019,5,2555,둔촌동,2022-04,356674
1020,5,2556,올림픽공원(5),2022-04,175454
1021,5,2557,방이,2022-04,289591
1022,5,2558,오금(5),2022-04,133716
1023,5,2559,개롱,2022-04,261922
1024,5,2560,거여,2022-04,420037
1025,5,2561,마천,2022-04,305868
1026,5,2562,강일,2022-04,166780
1027,5,2563,미사,2022-04,641992
1028,5,2564,하남풍산,2022-04,161234
1029,5,2565,하남시청,2022-04,260337
1030,5,2566,하남검단산,2022-04,225069
1031,6,2611,응암,2022-04,771278
1032,6,2612,역촌,2022-04,162748
1033,6,2613,불광(6),2022-04,169555
1034,6,2614,독바위,2022-04,119054
1035,6,2616,구산,2022-04,301598
1036,6,2617,새절,2022-04,556411
1037,6,2618,증산,2022-04,442287
1038,6,2619,디지털미디어시티(6),2022-04,577337
1039,6,2620,월드컵경기장,2022-04,210698
1040,6,2621,마포구청,2022-04,564201
1041,6,2622,망원,2022-04,640415
1042,6,2623,합정(6),2022-04,483802
1043,6,2624,상수,2022-04,415526
1044,6,2625,광흥창,2022-04,349170
1045,6,2626,대흥,2022-04,348087
1046,6,2627,공덕(6),2022-04,688775
1047,6,2628,효창공원앞,2022-04,294065
1048,6,2629,삼각지(6),2022-04,241496
1049,6,2630,녹사평,2022-04,232978
1050,6,2631,이태원,2022-04,573828
1051,6,2632,한강진,2022-04,388178
1052,6,2633,버티고개,2022-04,92906
1053,6,2634,약수(6),2022-04,148739
1054,6,2635,청구(6),2022-04,141706
1055,6,2636,신당(6),2022-04,339947
1056,6,2637,동묘앞(6),2022-04,365224
1057,6,2638,창신,2022-04,150704
1058,6,2639,보문,2022-04,299067
1059,6,2640,안암,2022-04,572613
1060,6,2641,고려대,2022-04,369312
1061,6,2642,월곡,2022-04,531835
1062,6,2643,상월곡,2022-04,277788
1063,6,2644,돌곶이,2022-04,412496
1064,6,2645,석계(6),2022-04,573479
1065,6,2646,태릉입구(6),2022-04,239369
1066,6,2647,화랑대,2022-04,500033
1067,6,2648,봉화산,2022-04,388874
1068,7,2711,장암,2022-04,78453
1069,7,2712,도봉산(7),2022-04,415478
1070,7,2713,수락산,2022-04,536582
1071,7,2714,마들,2022-04,527075
1072,7,2715,노원(7),2022-04,738606
1073,7,2716,중계,2022-04,595661
1074,7,2717,하계,2022-04,739525
1075,7,2718,공릉,2022-04,537078
1076,7,2719,태릉입구(7),2022-04,339542
1077,7,2720,먹골,2022-04,412615
1078,7,2721,중화,2022-04,429042
1079,7,2722,상봉(7),2022-04,670019
1080,7,2723,면목,2022-04,671078
1081,7,2724,사가정,2022-04,676846
1082,7,2725,용마산,2022-04,261512
1083,7,2726,중곡,2022-04,449266
1084,7,2727,군자(7),2022-04,532052
1085,7,2728,어린이대공원,2022-04,656841
1086,7,2729,건대입구(7),2022-04,498402
1087,7,2730,뚝섬유원지,2022-04,530242
1088,7,2731,청담,2022-04,726335
1089,7,2732,강남구청,2022-04,590528
1090,7,2733,학동,2022-04,899437
1091,7,2734,논현,2022-04,733308
1092,7,2735,반포,2022-04,215842
1093,7,2736,고속터미널(7),2022-04,607656
1094,7,2737,내방,2022-04,552312
1095,7,2738,이수(7),2022-04,628388
1096,7,2739,남성,2022-04,441331
1097,7,2740,숭실대입구,2022-04,577294
1098,7,2741,상도,2022-04,431959
1099,7,2742,장승배기,2022-04,339333
1100,7,2743,신대방삼거리,2022-04,647322
1101,7,2744,보라매,2022-04,397451
1102,7,2745,신풍,2022-04,468414
1103,7,2746,대림(7),2022-04,320311
1104,7,2747,남구로,2022-04,633810
1105,7,2748,가산디지털단지(7),2022-04,1784232
1106,7,2749,철산,2022-04,924719
1107,7,2750,광명사거리,2022-04,948815
1108,7,2751,천왕,2022-04,446110
1109,7,2752,온수(7),2022-04,410095
1110,8,2811,암사,2022-04,803996
1111,8,2812,천호(8),2022-04,630467
1112,8,2813,강동구청,2022-04,453371
1113,8,2814,몽촌토성,2022-04,285761
1114,8,2815,잠실(8),2022-04,661128
1115,8,2816,석촌(8),2022-04,391434
1116,8,2817,송파,2022-04,358324
1117,8,2818,가락시장(8),2022-04,324486
1118,8,2819,문정,2022-04,940491
1119,8,2820,장지,2022-04,757850
1120,8,2821,복정(8),2022-04,445241
1121,8,2822,산성,2022-04,242181
1122,8,2823,남한산성입구,2022-04,637153
1123,8,2824,단대오거리,2022-04,475990
1124,8,2825,신흥,2022-04,184715
1125,8,2826,수진,2022-04,220316
1126,8,2827,모란(8),2022-04,158917
1127,8,2828,남위례,2022-04,214777
1128,9,4126,언주,2022-04,485404
1129,9,4127,선정릉,2022-04,466299
1130,9,4128,삼성중앙,2022-04,310826
1131,9,4129,봉은사,2022-04,789721
1132,9,4130,종합운동장(9),2022-04,219443
1133,9,4131,삼전,2022-04,315698
1134,9,4132,석촌고분,2022-04,286791
1135,9,4133,석촌(9),2022-04,423635
1136,9,4134,송파나루,2022-04,264387
1137,9,4135,한성백제,2022-04,113923
1138,9,4136,올림픽공원(9),2022-04,337130
1139,9,4137,둔촌오륜,2022-04,49676
1140,9,4138,중앙보훈병원,2022-04,453926
1141,1,150,서울역(1),2022-05,2351902
1142,1,151,시청(1),2022-05,1161141
1143,1,152,종각,2022-05,1839065
1144,1,153,종로3가(1),2022-05,1233730
1145,1,154,종로5가,2022-05,1223267
1146,1,155,동대문(1),2022-05,582301
1147,1,156,신설동(1),2022-05,657242
1148,1,157,제기동,2022-05,900538
1149,1,158,청량리,2022-05,1070109
1150,1,159,동묘앞(1),2022-05,517139
1151,2,201,시청(2),2022-05,948906
1152,2,202,을지로입구,2022-05,1678850
1153,2,203,을지로3가(2),2022-05,955044
1154,2,204,을지로4가(2),2022-05,500422
1155,2,205,동대문역사문화공원(2),2022-05,525557
1156,2,206,신당(2),2022-05,614876
1157,2,207,상왕십리,2022-05,612043
1158,2,208,왕십리(2),2022-05,698079
1159,2,209,한양대,2022-05,654478
1160,2,210,뚝섬,2022-05,1034206
1161,2,211,성수,2022-05,1670244
1162,2,212,건대입구(2),2022-05,1587457
1163,2,213,구의,2022-05,943450
1164,2,214,강변,2022-05,1344193
1165,2,215,잠실나루,2022-05,589798
1166,2,216,잠실(2),2022-05,3012652
1167,2,217,잠실새내,2022-05,900954
1168,2,218,종합운동장(2),2022-05,670424
1169,2,219,삼성,2022-05,2081038
1170,2,220,선릉,2022-05,2042079
1171,2,221,역삼,2022-05,2041459
1172,2,222,강남,2022-05,3292051
1173,2,223,교대(2),2022-05,1318539
1174,2,224,서초,2022-05,855213
1175,2,225,방배,2022-05,743545
1176,2,226,사당(2),2022-05,1623554
1177,2,227,낙성대,2022-05,1158505
1178,2,228,서울대입구,2022-05,1993001
1179,2,229,봉천,2022-05,947395
1180,2,230,신림,2022-05,2642521
1181,2,231,신대방,2022-05,1139744
1182,2,232,구로디지털단지,2022-05,2407367
1183,2,233,대림(2),2022-05,1006747
1184,2,234,신도림,2022-05,2208855
1185,2,235,문래,2022-05,943150
1186,2,236,영등포구청(2),2022-05,891318
1187,2,237,당산,2022-05,813847
1188,2,238,합정(2),2022-05,1456418
1189,2,239,홍대입구,2022-05,3007934
1190,2,240,신촌,2022-05,1585053
1191,2,241,이대,2022-05,646756
1192,2,242,아현,2022-05,441860
1193,2,243,충정로(2),2022-05,394193
1194,2,244,용답,2022-05,128209
1195,2,245,신답,2022-05,60088
1196,2,246,신설동(2),2022-05,167089
1197,2,247,도림천,2022-05,61114
1198,2,248,양천구청,2022-05,319676
1199,2,249,신정네거리,2022-05,484670
1200,2,250,용두,2022-05,89486
1201,3,309,지축,2022-05,240127
1202,3,310,구파발,2022-05,990764
1203,3,311,연신내(3),2022-05,1596066
1204,3,312,불광(3),2022-05,745062
1205,3,313,녹번,2022-05,659813
1206,3,314,홍제,2022-05,810876
1207,3,315,무악재,2022-05,181191
1208,3,316,독립문,2022-05,352134
1209,3,317,경복궁,2022-05,1401127
1210,3,318,안국,2022-05,1185259
1211,3,319,종로3가(3),2022-05,486879
1212,3,320,을지로3가(3),2022-05,414044
1213,3,322,동대입구,2022-05,474034
1214,3,323,약수(3),2022-05,563582
1215,3,324,금호,2022-05,348374
1216,3,325,옥수,2022-05,435184
1217,3,326,압구정,2022-05,1534662
1218,3,327,신사,2022-05,1535631
1219,3,328,잠원,2022-05,225066
1220,3,329,고속터미널(3),2022-05,2229444
1221,3,330,교대(3),2022-05,551608
1222,3,331,남부터미널,2022-05,1466057
1223,3,332,양재,2022-05,1824522
1224,3,333,매봉,2022-05,569395
1225,3,334,도곡,2022-05,242995
1226,3,335,대치,2022-05,498384
1227,3,336,학여울,2022-05,135703
1228,3,337,대청,2022-05,432604
1229,3,338,일원,2022-05,453966
1230,3,339,수서,2022-05,803782
1231,3,340,가락시장(3),2022-05,375899
1232,3,341,경찰병원,2022-05,328753
1233,3,342,오금(3),2022-05,248872
1234,4,409,당고개,2022-05,400773
1235,4,410,상계,2022-05,858460
1236,4,411,노원(4),2022-05,835153
1237,4,412,창동,2022-05,1239955
1238,4,413,쌍문,2022-05,1282164
1239,4,414,수유,2022-05,1564120
1240,4,415,미아,2022-05,669748
1241,4,416,미아사거리,2022-05,1232443
1242,4,417,길음,2022-05,992547
1243,4,418,성신여대입구,2022-05,956666
1244,4,419,한성대입구,2022-05,704098
1245,4,420,혜화,2022-05,1751846
1246,4,421,동대문(4),2022-05,910153
1247,4,422,동대문역사문화공원(4),2022-05,576472
1248,4,423,충무로(4),2022-05,1173760
1249,4,424,명동,2022-05,1043499
1250,4,425,회현,2022-05,1241641
1251,4,426,서울역(4),2022-05,660831
1252,4,427,숙대입구,2022-05,656618
1253,4,428,삼각지(4),2022-05,255629
1254,4,429,신용산,2022-05,812271
1255,4,430,이촌,2022-05,492830
1256,4,431,동작,2022-05,111958
1257,4,432,이수(총신대입구),2022-05,1020067
1258,4,433,사당(4),2022-05,1179520
1259,4,434,남태령,2022-05,66190
1260,5,2511,방화,2022-05,288205
1261,5,2512,개화산,2022-05,239242
1262,5,2513,김포공항(5),2022-05,337749
1263,5,2514,송정,2022-05,258288
1264,5,2515,마곡,2022-05,416436
1265,5,2516,발산,2022-05,856814
1266,5,2517,우장산,2022-05,622907
1267,5,2518,화곡,2022-05,1185681
1268,5,2519,까치산(5),2022-05,1293374
1269,5,2520,신정,2022-05,550921
1270,5,2521,목동,2022-05,744984
1271,5,2522,오목교,2022-05,975428
1272,5,2523,양평(5),2022-05,296735
1273,5,2524,영등포구청(5),2022-05,140863
1274,5,2525,영등포시장,2022-05,428390
1275,5,2526,신길(5),2022-05,170844
1276,5,2527,여의도(5),2022-05,1155280
1277,5,2528,여의나루,2022-05,908598
1278,5,2529,마포,2022-05,634619
1279,5,2530,공덕(5),2022-05,580908
1280,5,2531,애오개,2022-05,291047
1281,5,2532,충정로(5),2022-05,179745
1282,5,2533,서대문,2022-05,809607
1283,5,2534,광화문,2022-05,1281147
1284,5,2535,종로3가(5),2022-05,584197
1285,5,2536,을지로4가(5),2022-05,210570
1286,5,2537,동대문역사문화공원(5),2022-05,108138
1287,5,2538,청구(5),2022-05,158142
1288,5,2539,신금호,2022-05,298283
1289,5,2540,행당,2022-05,353815
1290,5,2541,왕십리(5),2022-05,167163
1291,5,2542,마장,2022-05,245031
1292,5,2543,답십리,2022-05,708083
1293,5,2544,장한평,2022-05,846968
1294,5,2545,군자(5),2022-05,486326
1295,5,2546,아차산,2022-05,731487
1296,5,2547,광나루,2022-05,598634
1297,5,2548,천호(5),2022-05,794519
1298,5,2549,강동,2022-05,837499
1299,5,2550,길동,2022-05,353778
1300,5,2551,굽은다리,2022-05,421438
1301,5,2552,명일,2022-05,383870
1302,5,2553,고덕,2022-05,411623
1303,5,2554,상일동,2022-05,641395
1304,5,2555,둔촌동,2022-05,378631
1305,5,2556,올림픽공원(5),2022-05,207384
1306,5,2557,방이,2022-05,316098
1307,5,2558,오금(5),2022-05,144348
1308,5,2559,개롱,2022-05,286082
1309,5,2560,거여,2022-05,463996
1310,5,2561,마천,2022-05,335591
1311,5,2562,강일,2022-05,189980
1312,5,2563,미사,2022-05,701318
1313,5,2564,하남풍산,2022-05,173987
1314,5,2565,하남시청,2022-05,291181
1315,5,2566,하남검단산,2022-05,254372
1316,6,2611,응암,2022-05,818876
1317,6,2612,역촌,2022-05,176769
1318,6,2613,불광(6),2022-05,185207
1319,6,2614,독바위,2022-05,128139
1320,6,2616,구산,2022-05,324023
1321,6,2617,새절,2022-05,592604
1322,6,2618,증산,2022-05,472589
1323,6,2619,디지털미디어시티(6),2022-05,643432
1324,6,2620,월드컵경기장,2022-05,274882
1325,6,2621,마포구청,2022-05,615239
1326,6,2622,망원,2022-05,695090
1327,6,2623,합정(6),2022-05,539217
1328,6,2624,상수,2022-05,471850
1329,6,2625,광흥창,2022-05,384508
1330,6,2626,대흥,2022-05,388337
1331,6,2627,공덕(6),2022-05,755973
1332,6,2628,효창공원앞,2022-05,323398
1333,6,2629,삼각지(6),2022-05,296982
1334,6,2630,녹사평,2022-05,267308
1335,6,2631,이태원,2022-05,670733
1336,6,2632,한강진,2022-05,456271
1337,6,2633,버티고개,2022-05,103898
1338,6,2634,약수(6),2022-05,161147
1339,6,2635,청구(6),2022-05,148862
1340,6,2636,신당(6),2022-05,361942
1341,6,2637,동묘앞(6),2022-05,406395
1342,6,2638,창신,2022-05,163409
1343,6,2639,보문,2022-05,329884
1344,6,2640,안암,2022-05,686086
1345,6,2641,고려대,2022-05,421032
1346,6,2642,월곡,2022-05,582720
1347,6,2643,상월곡,2022-05,306949
1348,6,2644,돌곶이,2022-05,448576
1349,6,2645,석계(6),2022-05,625829
1350,6,2646,태릉입구(6),2022-05,308277
1351,6,2647,화랑대,2022-05,550958
1352,6,2648,봉화산,2022-05,421924
1353,7,2711,장암,2022-05,86277
1354,7,2712,도봉산(7),2022-05,454094
1355,7,2713,수락산,2022-05,586648
1356,7,2714,마들,2022-05,571955
1357,7,2715,노원(7),2022-05,816699
1358,7,2716,중계,2022-05,644243
1359,7,2717,하계,2022-05,796477
1360,7,2718,공릉,2022-05,575366
1361,7,2719,태릉입구(7),2022-05,434498
1362,7,2720,먹골,2022-05,452162
1363,7,2721,중화,2022-05,469104
1364,7,2722,상봉(7),2022-05,729293
1365,7,2723,면목,2022-05,715097
1366,7,2724,사가정,2022-05,729023
1367,7,2725,용마산,2022-05,279531
1368,7,2726,중곡,2022-05,482432
1369,7,2727,군자(7),2022-05,571385
1370,7,2728,어린이대공원,2022-05,758801
1371,7,2729,건대입구(7),2022-05,555466
1372,7,2730,뚝섬유원지,2022-05,604063
1373,7,2731,청담,2022-05,785620
1374,7,2732,강남구청,2022-05,634835
1375,7,2733,학동,2022-05,958560
1376,7,2734,논현,2022-05,783697
1377,7,2735,반포,2022-05,239336
1378,7,2736,고속터미널(7),2022-05,704373
1379,7,2737,내방,2022-05,601679
1380,7,2738,이수(7),2022-05,691185
1381,7,2739,남성,2022-05,480877
1382,7,2740,숭실대입구,2022-05,627147
1383,7,2741,상도,2022-05,480837
1384,7,2742,장승배기,2022-05,368979
1385,7,2743,신대방삼거리,2022-05,692636
1386,7,2744,보라매,2022-05,425393
1387,7,2745,신풍,2022-05,509371
1388,7,2746,대림(7),2022-05,364158
1389,7,2747,남구로,2022-05,679932
1390,7,2748,가산디지털단지(7),2022-05,1883487
1391,7,2749,철산,2022-05,1015495
1392,7,2750,광명사거리,2022-05,1015770
1393,7,2751,천왕,2022-05,482298
1394,7,2752,온수(7),2022-05,441325
1395,8,2811,암사,2022-05,866829
1396,8,2812,천호(8),2022-05,683242
1397,8,2813,강동구청,2022-05,489409
1398,8,2814,몽촌토성,2022-05,325584
1399,8,2815,잠실(8),2022-05,669398
1400,8,2816,석촌(8),2022-05,387918
1401,8,2817,송파,2022-05,396767
1402,8,2818,가락시장(8),2022-05,343577
