연번,호선,고유역번호(외부역코드),역명,수송연월,수송인원수
76,3,325,옥수,2022-01,365017
77,3,326,압구정,2022-01,1435073
78,3,327,신사,2022-01,1436304
79,3,328,잠원,2022-01,184865
80,3,329,고속터미널(3),2022-01,1783004
81,3,330,교대(3),2022-01,457890
82,3,331,남부터미널,2022-01,1269058
83,3,332,양재,2022-01,1608789
84,3,333,매봉,2022-01,506045
85,3,334,도곡,2022-01,207400
86,3,335,대치,2022-01,465514
87,3,336,학여울,2022-01,75223
88,3,337,대청,2022-01,371878
89,3,338,일원,2022-01,381345
90,3,339,수서,2022-01,683331
91,3,340,가락시장(3),2022-01,334506
92,3,341,경찰병원,2022-01,299876
93,3,342,오금(3),2022-01,213526
94,4,409,당고개,2022-01,455016
95,4,410,상계,2022-01,705828
96,4,411,노원(4),2022-01,687770
97,4,412,창동,2022-01,1058822
98,4,413,쌍문,2022-01,1111171
99,4,414,수유,2022-01,1330950
100,4,415,미아,2022-01,552200
101,4,416,미아사거리,2022-01,1056821
102,4,417,길음,2022-01,774185
103,4,418,성신여대입구,2022-01,770478
104,4,419,한성대입구,2022-01,525989
105,4,420,혜화,2022-01,1401227
106,4,421,동대문(4),2022-01,719270
107,4,422,동대문역사문화공원(4),2022-01,492215
108,4,423,충무로(4),2022-01,913063
109,4,424,명동,2022-01,778584
110,4,425,회현,2022-01,998786
111,4,426,서울역(4),2022-01,518761
112,4,427,숙대입구,2022-01,492190
113,4,428,삼각지(4),2022-01,196494
114,4,429,신용산,2022-01,673603
115,4,430,이촌,2022-01,343287
116,4,431,동작,2022-01,72916
117,4,432,이수(총신대입구),2022-01,871858
118,4,433,사당(4),2022-01,929989
119,4,434,남태령,2022-01,48800
120,5,2511,방화,2022-01,245921
121,5,2512,개화산,2022-01,204078
122,5,2513,김포공항(5),2022-01,298036
123,5,2514,송정,2022-01,225884
124,5,2515,마곡,2022-01,375936
125,5,2516,발산,2022-01,724849
126,5,2517,우장산,2022-01,517645
127,5,2518,화곡,2022-01,1031001
128,5,2519,까치산(5),2022-01,1139824
129,5,2520,신정,2022-01,479186
130,5,2521,목동,2022-01,648852
131,5,2522,오목교,2022-01,867823
132,5,2523,양평(5),2022-01,273045
133,5,2524,영등포구청(5),2022-01,122338
134,5,2525,영등포시장,2022-01,372957
135,5,2526,신길(5),2022-01,148840
136,5,2527,여의도(5),2022-01,1032602
137,5,2528,여의나루,2022-01,372746
138,5,2529,마포,2022-01,567176
139,5,2530,공덕(5),2022-01,499704
140,5,2531,애오개,2022-01,257221
141,5,2532,충정로(5),2022-01,160018
142,5,2533,서대문,2022-01,677238
143,5,2534,광화문,2022-01,1053547
144,5,2535,종로3가(5),2022-01,470204
145,5,2536,을지로4가(5),2022-01,181220
146,5,2537,동대문역사문화공원(5),2022-01,104010
147,5,2538,청구(5),2022-01,138135
148,5,2539,신금호,2022-01,249994
149,5,2540,행당,2022-01,309064
150,5,2541,왕십리(5),2022-01,149116
151,5,2542,마장,2022-01,220790
152,5,2543,답십리,2022-01,639632
153,5,2544,장한평,2022-01,765729
154,5,2545,군자(5),2022-01,424503
155,5,2546,아차산,2022-01,589574
156,5,2547,광나루,2022-01,481066
157,5,2548,천호(5),2022-01,684908
158,5,2549,강동,2022-01,739443
159,5,2550,길동,2022-01,320304
160,5,2551,굽은다리,2022-01,365231
161,5,2552,명일,2022-01,326350
162,5,2553,고덕,2022-01,342734
163,5,2554,상일동,2022-01,573644
164,5,2555,둔촌동,2022-01,349018
165,5,2556,올림픽공원(5),2022-01,150835
166,5,2557,방이,2022-01,282450
167,5,2558,오금(5),2022-01,122100
168,5,2559,개롱,2022-01,244718
169,5,2560,거여,2022-01,357551
170,5,2561,마천,2022-01,278231
171,5,2562,강일,2022-01,147046
172,5,2563,미사,2022-01,604514
173,5,2564,하남풍산,2022-01,151324
174,5,2565,하남시청,2022-01,230561
175,5,2566,하남검단산,2022-01,206773
176,6,2611,응암,2022-01,718978
177,6,2612,역촌,2022-01,161144
178,6,2613,불광(6),2022-01,157585
179,6,2614,독바위,2022-01,111676
180,6,2616,구산,2022-01,280352
181,6,2617,새절,2022-01,499965
182,6,2618,증산,2022-01,412876
183,6,2619,디지털미디어시티(6),2022-01,535600
184,6,2620,월드컵경기장,2022-01,157112
185,6,2621,마포구청,2022-01,545515
186,6,2622,망원,2022-01,628628
187,6,2623,합정(6),2022-01,454382
188,6,2624,상수,2022-01,381236
189,6,2625,광흥창,2022-01,330859
190,6,2626,대흥,2022-01,306993
191,6,2627,공덕(6),2022-01,647958
192,6,2628,효창공원앞,2022-01,263389
193,6,2629,삼각지(6),2022-01,215057
194,6,2630,녹사평,2022-01,201482
195,6,2631,이태원,2022-01,466285
196,6,2632,한강진,2022-01,407881
197,6,2633,버티고개,2022-01,84263
198,6,2634,약수(6),2022-01,138858
199,6,2635,청구(6),2022-01,133693
200,6,2636,신당(6),2022-01,313946
201,6,2637,동묘앞(6),2022-01,335263
202,6,2638,창신,2022-01,134530
203,6,2639,보문,2022-01,278057
204,6,2640,안암,2022-01,405689
205,6,2641,고려대,2022-01,312162
206,6,2642,월곡,2022-01,477778
207,6,2643,상월곡,2022-01,252018
208,6,2644,돌곶이,2022-01,384717
209,6,2645,석계(6),2022-01,525499
210,6,2646,태릉입구(6),2022-01,216737
211,6,2647,화랑대,2022-01,444478
212,6,2648,봉화산,2022-01,368804
213,7,2711,장암,2022-01,67505
214,7,2712,도봉산(7),2022-01,356407
215,7,2713,수락산,2022-01,497295
216,7,2714,마들,2022-01,498214
217,7,2715,노원(7),2022-01,717630
218,7,2716,중계,2022-01,528356
219,7,2717,하계,2022-01,668184
220,7,2718,공릉,2022-01,454986
221,7,2719,태릉입구(7),2022-01,297598
222,7,2720,먹골,2022-01,393989
223,7,2721,중화,2022-01,403398
224,7,2722,상봉(7),2022-01,642931
225,7,2723,면목,2022-01,600735
226,7,2724,사가정,2022-01,631492
227,7,2725,용마산,2022-01,241437
228,7,2726,중곡,2022-01,420046
229,7,2727,군자(7),2022-01,508804
230,7,2728,어린이대공원,2022-01,481817
231,7,2729,건대입구(7),2022-01,454685
232,7,2730,뚝섬유원지,2022-01,284957
233,7,2731,청담,2022-01,684750
234,7,2732,강남구청,2022-01,573807
235,7,2733,학동,2022-01,878639
236,7,2734,논현,2022-01,719071
237,7,2735,반포,2022-01,201567
238,7,2736,고속터미널(7),2022-01,570068
239,7,2737,내방,2022-01,536082
240,7,2738,이수(7),2022-01,602750
241,7,2739,남성,2022-01,411720
242,7,2740,숭실대입구,2022-01,428387
243,7,2741,상도,2022-01,387780
244,7,2742,장승배기,2022-01,330475
245,7,2743,신대방삼거리,2022-01,608412
246,7,2744,보라매,2022-01,359151
247,7,2745,신풍,2022-01,437750
248,7,2746,대림(7),2022-01,326154
249,7,2747,남구로,2022-01,626234
250,7,2748,가산디지털단지(7),2022-01,1764454
251,7,2749,철산,2022-01,872398
252,7,2750,광명사거리,2022-01,907292
253,7,2751,천왕,2022-01,416873
254,7,2752,온수(7),2022-01,351151
255,8,2811,암사,2022-01,768878
256,8,2812,천호(8),2022-01,612819
257,8,2813,강동구청,2022-01,444817
258,8,2814,몽촌토성,2022-01,256440
259,8,2815,잠실(8),2022-01,600692
260,8,2816,석촌(8),2022-01,349737
261,8,2817,송파,2022-01,314582
262,8,2818,가락시장(8),2022-01,316154
263,8,2819,문정,2022-01,915869
264,8,2820,장지,2022-01,727113
265,8,2821,복정(8),2022-01,397882
266,8,2822,산성,2022-01,217610
267,8,2823,남한산성입구,2022-01,532557
268,8,2824,단대오거리,2022-01,427494
269,8,2825,신흥,2022-01,179076
270,8,2826,수진,2022-01,210713
271,8,2827,모란(8),2022-01,144193
272,8,2828,남위례,2022-01,160193
273,9,4126,언주,2022-01,486472
274,9,4127,선정릉,2022-01,436960
275,9,4128,삼성중앙,2022-01,299737
276,9,4129,봉은사,2022-01,740715
277,9,4130,종합운동장(9),2022-01,199444
278,9,4131,삼전,2022-01,310929
279,9,4132,석촌고분,2022-01,278258
280,9,4133,석촌(9),2022-01,366291
281,9,4134,송파나루,2022-01,242887
282,9,4135,한성백제,2022-01,103455
283,9,4136,올림픽공원(9),2022-01,289963
284,9,4137,둔촌오륜,2022-01,39500
285,9,4138,중앙보훈병원,2022-01,424036
286,1,150,서울역(1),2022-02,1511834
287,1,151,시청(1),2022-02,780406
288,1,152,종각,2022-02,1238056
289,1,153,종로3가(1),2022-02,859577
290,1,154,종로5가,2022-02,861458
291,1,155,동대문(1),2022-02,401199
292,1,156,신설동(1),2022-02,491068
293,1,157,제기동,2022-02,639971
294,1,158,청량리,2022-02,755847
295,1,159,동묘앞(1),2022-02,345158
296,2,201,시청(2),2022-02,686372
297,2,202,을지로입구,2022-02,1187815
298,2,203,을지로3가(2),2022-02,656956
299,2,204,을지로4가(2),2022-02,365889
300,2,205,동대문역사문화공원(2),2022-02,363157
301,2,206,신당(2),2022-02,452374
302,2,207,상왕십리,2022-02,459305
303,2,208,왕십리(2),2022-02,475678
304,2,209,한양대,2022-02,227089
305,2,210,뚝섬,2022-02,738021
306,2,211,성수,2022-02,1260795
307,2,212,건대입구(2),2022-02,1090983
308,2,213,구의,2022-02,722765
309,2,214,강변,2022-02,911494
310,2,215,잠실나루,2022-02,416086
311,2,216,잠실(2),2022-02,2044135
312,2,217,잠실새내,2022-02,644453
313,2,218,종합운동장(2),2022-02,232629
314,2,219,삼성,2022-02,1535331
315,2,220,선릉,2022-02,1514473
316,2,221,역삼,2022-02,1567356
317,2,222,강남,2022-02,2556424
318,2,223,교대(2),2022-02,965261
319,2,224,서초,2022-02,623099
320,2,225,방배,2022-02,464949
321,2,226,사당(2),2022-02,1100465
322,2,227,낙성대,2022-02,840357
323,2,228,서울대입구,2022-02,1471197
324,2,229,봉천,2022-02,716781
325,2,230,신림,2022-02,2008173
326,2,231,신대방,2022-02,841582
327,2,232,구로디지털단지,2022-02,1821043
328,2,233,대림(2),2022-02,741111
329,2,234,신도림,2022-02,1589279
330,2,235,문래,2022-02,681100
331,2,236,영등포구청(2),2022-02,693835
332,2,237,당산,2022-02,560463
333,2,238,합정(2),2022-02,1042655
334,2,239,홍대입구,2022-02,2062203
335,2,240,신촌,2022-02,1112744
336,2,241,이대,2022-02,428543
337,2,242,아현,2022-02,309998
338,2,243,충정로(2),2022-02,294472
339,2,244,용답,2022-02,81926
340,2,245,신답,2022-02,43648
341,2,246,신설동(2),2022-02,128451
342,2,247,도림천,2022-02,47192
343,2,248,양천구청,2022-02,231925
344,2,249,신정네거리,2022-02,349160
345,2,250,용두,2022-02,69306
346,3,309,지축,2022-02,153484
347,3,310,구파발,2022-02,699554
348,3,311,연신내(3),2022-02,1191993
349,3,312,불광(3),2022-02,545109
350,3,313,녹번,2022-02,479480
351,3,314,홍제,2022-02,575407
352,3,315,무악재,2022-02,131977
353,3,316,독립문,2022-02,234280
354,3,317,경복궁,2022-02,668651
355,3,318,안국,2022-02,679835
356,3,319,종로3가(3),2022-02,362388
357,3,320,을지로3가(3),2022-02,293606
358,3,322,동대입구,2022-02,291309
359,3,323,약수(3),2022-02,410891
360,3,324,금호,2022-02,263683
361,3,325,옥수,2022-02,308193
362,3,326,압구정,2022-02,1201113
363,3,327,신사,2022-02,1205945
364,3,328,잠원,2022-02,155889
365,3,329,고속터미널(3),2022-02,1498665
366,3,330,교대(3),2022-02,383998
367,3,331,남부터미널,2022-02,1075248
368,3,332,양재,2022-02,1340914
369,3,333,매봉,2022-02,421318
370,3,334,도곡,2022-02,175327
371,3,335,대치,2022-02,387401
372,3,336,학여울,2022-02,79157
373,3,337,대청,2022-02,318429
374,3,338,일원,2022-02,325786
375,3,339,수서,2022-02,580790
376,3,340,가락시장(3),2022-02,272660
377,3,341,경찰병원,2022-02,251603
378,3,342,오금(3),2022-02,181166
379,4,409,당고개,2022-02,393023
380,4,410,상계,2022-02,602174
381,4,411,노원(4),2022-02,583712
382,4,412,창동,2022-02,906978
383,4,413,쌍문,2022-02,952108
384,4,414,수유,2022-02,1153377
385,4,415,미아,2022-02,483120
386,4,416,미아사거리,2022-02,907039
387,4,417,길음,2022-02,657935
388,4,418,성신여대입구,2022-02,656082
389,4,419,한성대입구,2022-02,456000
390,4,420,혜화,2022-02,1171623
391,4,421,동대문(4),2022-02,615923
392,4,422,동대문역사문화공원(4),2022-02,413562
393,4,423,충무로(4),2022-02,783934
394,4,424,명동,2022-02,621699
395,4,425,회현,2022-02,801680
396,4,426,서울역(4),2022-02,422393
397,4,427,숙대입구,2022-02,426765
398,4,428,삼각지(4),2022-02,164509
399,4,429,신용산,2022-02,548647
400,4,430,이촌,2022-02,288823
401,4,431,동작,2022-02,69172
402,4,432,이수(총신대입구),2022-02,735118
403,4,433,사당(4),2022-02,784614
404,4,434,남태령,2022-02,41259
405,5,2511,방화,2022-02,208839
406,5,2512,개화산,2022-02,177572
407,5,2513,김포공항(5),2022-02,262382
408,5,2514,송정,2022-02,194276
409,5,2515,마곡,2022-02,318379
410,5,2516,발산,2022-02,618658
411,5,2517,우장산,2022-02,438189
412,5,2518,화곡,2022-02,886347
413,5,2519,까치산(5),2022-02,982195
414,5,2520,신정,2022-02,413494
415,5,2521,목동,2022-02,550592
416,5,2522,오목교,2022-02,731592
417,5,2523,양평(5),2022-02,229424
418,5,2524,영등포구청(5),2022-02,104912
419,5,2525,영등포시장,2022-02,321349
420,5,2526,신길(5),2022-02,128310
421,5,2527,여의도(5),2022-02,856405
422,5,2528,여의나루,2022-02,321099
423,5,2529,마포,2022-02,476602
424,5,2530,공덕(5),2022-02,414365
425,5,2531,애오개,2022-02,219200
426,5,2532,충정로(5),2022-02,134790
427,5,2533,서대문,2022-02,562565
428,5,2534,광화문,2022-02,864783
429,5,2535,종로3가(5),2022-02,386034
430,5,2536,을지로4가(5),2022-02,150971
431,5,2537,동대문역사문화공원(5),2022-02,83738
432,5,2538,청구(5),2022-02,120210
433,5,2539,신금호,2022-02,215912
434,5,2540,행당,2022-02,261483
435,5,2541,왕십리(5),2022-02,126632
436,5,2542,마장,2022-02,176316
437,5,2543,답십리,2022-02,542796
438,5,2544,장한평,2022-02,655916
439,5,2545,군자(5),2022-02,361272
440,5,2546,아차산,2022-02,506172
441,5,2547,광나루,2022-02,411229
442,5,2548,천호(5),2022-02,580203
443,5,2549,강동,2022-02,635283
444,5,2550,길동,2022-02,271422
445,5,2551,굽은다리,2022-02,308638
446,5,2552,명일,2022-02,273659
447,5,2553,고덕,2022-02,288438
448,5,2554,상일동,2022-02,471711
449,5,2555,둔촌동,2022-02,295623
450,5,2556,올림픽공원(5),2022-02,125484
451,5,2557,방이,2022-02,237377
452,5,2558,오금(5),2022-02,103433
453,5,2559,개롱,2022-02,210495
454,5,2560,거여,2022-02,312246
455,5,2561,마천,2022-02,240824
456,5,2562,강일,2022-02,125290
457,5,2563,미사,2022-02,505608
458,5,2564,하남풍산,2022-02,126838
459,5,2565,하남시청,2022-02,198478
460,5,2566,하남검단산,2022-02,175902
461,6,2611,응암,2022-02,619092
462,6,2612,역촌,2022-02,141289
463,6,2613,불광(6),2022-02,136594
464,6,2614,독바위,2022-02,95537
465,6,2616,구산,2022-02,242960
466,6,2617,새절,2022-02,428463
467,6,2618,증산,2022-02,354689
468,6,2619,디지털미디어시티(6),2022-02,451907
469,6,2620,월드컵경기장,2022-02,139588
470,6,2621,마포구청,2022-02,470345
471,6,2622,망원,2022-02,523669
472,6,2623,합정(6),2022-02,383803
473,6,2624,상수,2022-02,323823
474,6,2625,광흥창,2022-02,280291
475,6,2626,대흥,2022-02,265187
476,6,2627,공덕(6),2022-02,545748
477,6,2628,효창공원앞,2022-02,225403
478,6,2629,삼각지(6),2022-02,176936
479,6,2630,녹사평,2022-02,168390
480,6,2631,이태원,2022-02,393357
481,6,2632,한강진,2022-02,318020
482,6,2633,버티고개,2022-02,72151
483,6,2634,약수(6),2022-02,119396
484,6,2635,청구(6),2022-02,116710
485,6,2636,신당(6),2022-02,265306
486,6,2637,동묘앞(6),2022-02,292898
487,6,2638,창신,2022-02,112828
488,6,2639,보문,2022-02,244083
489,6,2640,안암,2022-02,360936
490,6,2641,고려대,2022-02,279203
491,6,2642,월곡,2022-02,408586
492,6,2643,상월곡,2022-02,215174
493,6,2644,돌곶이,2022-02,329704
494,6,2645,석계(6),2022-02,454477
495,6,2646,태릉입구(6),2022-02,186336
496,6,2647,화랑대,2022-02,381034
497,6,2648,봉화산,2022-02,314119
498,7,2711,장암,2022-02,58933
499,7,2712,도봉산(7),2022-02,311374
500,7,2713,수락산,2022-02,427230
501,7,2714,마들,2022-02,428029
502,7,2715,노원(7),2022-02,616908
503,7,2716,중계,2022-02,452859
504,7,2717,하계,2022-02,568249
505,7,2718,공릉,2022-02,403356
506,7,2719,태릉입구(7),2022-02,257103
507,7,2720,먹골,2022-02,341048
508,7,2721,중화,2022-02,349062
509,7,2722,상봉(7),2022-02,547205
510,7,2723,면목,2022-02,518068
511,7,2724,사가정,2022-02,544431
512,7,2725,용마산,2022-02,208042
513,7,2726,중곡,2022-02,361815
514,7,2727,군자(7),2022-02,436380
515,7,2728,어린이대공원,2022-02,423247
516,7,2729,건대입구(7),2022-02,381060
517,7,2730,뚝섬유원지,2022-02,248924
518,7,2731,청담,2022-02,584961
519,7,2732,강남구청,2022-02,488173
520,7,2733,학동,2022-02,739355
521,7,2734,논현,2022-02,605486
522,7,2735,반포,2022-02,170566
523,7,2736,고속터미널(7),2022-02,501945
524,7,2737,내방,2022-02,453987
525,7,2738,이수(7),2022-02,513392
526,7,2739,남성,2022-02,354792
527,7,2740,숭실대입구,2022-02,364174
528,7,2741,상도,2022-02,327828
529,7,2742,장승배기,2022-02,285859
530,7,2743,신대방삼거리,2022-02,522051
531,7,2744,보라매,2022-02,306379
532,7,2745,신풍,2022-02,375523
533,7,2746,대림(7),2022-02,266228
534,7,2747,남구로,2022-02,534824
535,7,2748,가산디지털단지(7),2022-02,1471810
536,7,2749,철산,2022-02,729879
537,7,2750,광명사거리,2022-02,764675
538,7,2751,천왕,2022-02,352448
539,7,2752,온수(7),2022-02,300939
540,8,2811,암사,2022-02,653158
541,8,2812,천호(8),2022-02,518872
542,8,2813,강동구청,2022-02,377953
543,8,2814,몽촌토성,2022-02,217131
544,8,2815,잠실(8),2022-02,489622
545,8,2816,석촌(8),2022-02,295837
546,8,2817,송파,2022-02,267587
547,8,2818,가락시장(8),2022-02,254530
548,8,2819,문정,2022-02,768415
549,8,2820,장지,2022-02,610425
550,8,2821,복정(8),2022-02,336221
551,8,2822,산성,2022-02,183149
552,8,2823,남한산성입구,2022-02,456247
553,8,2824,단대오거리,2022-02,367270
554,8,2825,신흥,2022-02,154843
555,8,2826,수진,2022-02,181508
556,8,2827,모란(8),2022-02,119997
557,8,2828,남위례,2022-02,145944
558,9,4126,언주,2022-02,412165
559,9,4127,선정릉,2022-02,368568
560,9,4128,삼성중앙,2022-02,252985
561,9,4129,봉은사,2022-02,648163
562,9,4130,종합운동장(9),2022-02,167000
563,9,4131,삼전,2022-02,267544
564,9,4132,석촌고분,2022-02,237755
565,9,4133,석촌(9),2022-02,312832
566,9,4134,송파나루,2022-02,204747
567,9,4135,한성백제,2022-02,89317
568,9,4136,올림픽공원(9),2022-02,232981
569,9,4137,둔촌오륜,2022-02,35710
570,9,4138,중앙보훈병원,2022-02,362515
571,1,150,서울역(1),2022-03,1647761
572,1,151,시청(1),2022-03,902338
573,1,152,종각,2022-03,1393147
574,1,153,종로3가(1),2022-03,960710
575,1,154,종로5가,2022-03,996960
576,1,155,동대문(1),2022-03,464213
577,1,156,신설동(1),2022-03,560711
578,1,157,제기동,2022-03,759452
579,1,158,청량리,2022-03,880935
580,1,159,동묘앞(1),2022-03,402774
581,2,201,시청(2),2022-03,757730
582,2,202,을지로입구,2022-03,1321202
583,2,203,을지로3가(2),2022-03,737293
584,2,204,을지로4가(2),2022-03,421722
585,2,205,동대문역사문화공원(2),2022-03,435762
586,2,206,신당(2),2022-03,508543
587,2,207,상왕십리,2022-03,514749
588,2,208,왕십리(2),2022-03,573397
589,2,209,한양대,2022-03,542759
590,2,210,뚝섬,2022-03,825726
591,2,211,성수,2022-03,1408400
592,2,212,건대입구(2),2022-03,1269818
593,2,213,구의,2022-03,812020
594,2,214,강변,2022-03,981636
595,2,215,잠실나루,2022-03,468079
596,2,216,잠실(2),2022-03,2204772
597,2,217,잠실새내,2022-03,715817
598,2,218,종합운동장(2),2022-03,343257
599,2,219,삼성,2022-03,1662096
600,2,220,선릉,2022-03,1702706
601,2,221,역삼,2022-03,1705574
602,2,222,강남,2022-03,2733428
603,2,223,교대(2),2022-03,1088965
604,2,224,서초,2022-03,695422
605,2,225,방배,2022-03,622466
606,2,226,사당(2),2022-03,1233515
607,2,227,낙성대,2022-03,968351
608,2,228,서울대입구,2022-03,1698477
609,2,229,봉천,2022-03,804849
610,2,230,신림,2022-03,2247616
611,2,231,신대방,2022-03,949552
612,2,232,구로디지털단지,2022-03,2028524
613,2,233,대림(2),2022-03,833789
614,2,234,신도림,2022-03,1771578
615,2,235,문래,2022-03,778908
616,2,236,영등포구청(2),2022-03,773261
617,2,237,당산,2022-03,655772
618,2,238,합정(2),2022-03,1163580
619,2,239,홍대입구,2022-03,2281824
620,2,240,신촌,2022-03,1277965
621,2,241,이대,2022-03,534538
622,2,242,아현,2022-03,369111
623,2,243,충정로(2),2022-03,330910
624,2,244,용답,2022-03,119950
625,2,245,신답,2022-03,49982
626,2,246,신설동(2),2022-03,141987
627,2,247,도림천,2022-03,55124
628,2,248,양천구청,2022-03,261925
629,2,249,신정네거리,2022-03,394269
630,2,250,용두,2022-03,79266
631,3,309,지축,2022-03,185734
632,3,310,구파발,2022-03,793962
633,3,311,연신내(3),2022-03,1348511
634,3,312,불광(3),2022-03,612115
635,3,313,녹번,2022-03,552067
636,3,314,홍제,2022-03,663190
637,3,315,무악재,2022-03,147873
638,3,316,독립문,2022-03,272007
639,3,317,경복궁,2022-03,796271
640,3,318,안국,2022-03,791220
641,3,319,종로3가(3),2022-03,401074
642,3,320,을지로3가(3),2022-03,326735
643,3,322,동대입구,2022-03,373529
644,3,323,약수(3),2022-03,464640
645,3,324,금호,2022-03,290289
646,3,325,옥수,2022-03,346072
647,3,326,압구정,2022-03,1283741
648,3,327,신사,2022-03,1307678
649,3,328,잠원,2022-03,178820
650,3,329,고속터미널(3),2022-03,1562034
651,3,330,교대(3),2022-03,441914
652,3,331,남부터미널,2022-03,1172512
653,3,332,양재,2022-03,1501720
654,3,333,매봉,2022-03,464702
655,3,334,도곡,2022-03,197613
656,3,335,대치,2022-03,420626
657,3,336,학여울,2022-03,101586
658,3,337,대청,2022-03,359107
659,3,338,일원,2022-03,372796
660,3,339,수서,2022-03,643267
661,3,340,가락시장(3),2022-03,311426
662,3,341,경찰병원,2022-03,279423
663,3,342,오금(3),2022-03,203651
664,4,409,당고개,2022-03,410247
665,4,410,상계,2022-03,699509
666,4,411,노원(4),2022-03,672631
667,4,412,창동,2022-03,1034426
668,4,413,쌍문,2022-03,1078831
669,4,414,수유,2022-03,1313788
670,4,415,미아,2022-03,569966
671,4,416,미아사거리,2022-03,1025428
672,4,417,길음,2022-03,778398
673,4,418,성신여대입구,2022-03,792769
674,4,419,한성대입구,2022-03,546987
675,4,420,혜화,2022-03,1326588
676,4,421,동대문(4),2022-03,743545
677,4,422,동대문역사문화공원(4),2022-03,475926
678,4,423,충무로(4),2022-03,987237
679,4,424,명동,2022-03,761507
680,4,425,회현,2022-03,950593
681,4,426,서울역(4),2022-03,464753
682,4,427,숙대입구,2022-03,537822
683,4,428,삼각지(4),2022-03,185433
684,4,429,신용산,2022-03,602920
685,4,430,이촌,2022-03,306165
686,4,431,동작,2022-03,82900
687,4,432,이수(총신대입구),2022-03,836135
688,4,433,사당(4),2022-03,887859
689,4,434,남태령,2022-03,47879
690,5,2511,방화,2022-03,237332
691,5,2512,개화산,2022-03,200989
692,5,2513,김포공항(5),2022-03,260605
693,5,2514,송정,2022-03,216137
694,5,2515,마곡,2022-03,357068
695,5,2516,발산,2022-03,710655
696,5,2517,우장산,2022-03,512509
697,5,2518,화곡,2022-03,1001530
698,5,2519,까치산(5),2022-03,1100826
699,5,2520,신정,2022-03,465746
700,5,2521,목동,2022-03,617751
701,5,2522,오목교,2022-03,803616
702,5,2523,양평(5),2022-03,256949
703,5,2524,영등포구청(5),2022-03,118932
704,5,2525,영등포시장,2022-03,355865
705,5,2526,신길(5),2022-03,144609
706,5,2527,여의도(5),2022-03,949665
707,5,2528,여의나루,2022-03,446371
708,5,2529,마포,2022-03,531668
709,5,2530,공덕(5),2022-03,469751
710,5,2531,애오개,2022-03,247149
711,5,2532,충정로(5),2022-03,155243
712,5,2533,서대문,2022-03,650108
713,5,2534,광화문,2022-03,989889
