연번,호선,고유역번호(외부역코드),역명,수송연월,환승유입인원수
1449,2,214,강변,2023-06,326151
1450,2,215,잠실나루,2023-06,186769
1451,2,216,잠실(2),2023-06,794574
1452,2,217,잠실새내,2023-06,270710
1453,2,218,종합운동장(2),2023-06,298995
1454,2,219,삼성,2023-06,712974
1455,2,220,선릉,2023-06,588572
1456,2,221,역삼,2023-06,769959
1457,2,222,강남,2023-06,819322
1458,2,223,교대(2),2023-06,396440
1459,2,224,서초,2023-06,261495
1460,2,225,방배,2023-06,203266
1461,2,226,사당(2),2023-06,454907
1462,2,227,낙성대,2023-06,333791
1463,2,228,서울대입구,2023-06,544121
1464,2,229,봉천,2023-06,266274
1465,2,230,신림,2023-06,665047
1466,2,231,신대방,2023-06,321155
1467,2,232,구로디지털단지,2023-06,773377
1468,2,233,대림(2),2023-06,297001
1469,2,234,신도림,2023-06,759327
1470,2,235,문래,2023-06,345089
1471,2,236,영등포구청(2),2023-06,279512
1472,2,237,당산,2023-06,254416
1473,2,238,합정(2),2023-06,503192
1474,2,239,홍대입구,2023-06,1201228
1475,2,240,신촌,2023-06,575326
1476,2,241,이대,2023-06,259023
1477,2,242,아현,2023-06,130799
1478,2,243,충정로(2),2023-06,121095
1479,2,244,용답,2023-06,25686
1480,2,245,신답,2023-06,10237
1481,2,246,신설동(2),2023-06,55200
1482,2,247,도림천,2023-06,22440
1483,2,248,양천구청,2023-06,118553
1484,2,249,신정네거리,2023-06,176380
1485,2,250,용두,2023-06,21294
1486,3,309,지축,2023-06,122982
1487,3,310,구파발,2023-06,361823
1488,3,311,연신내(3),2023-06,467078
1489,3,312,불광(3),2023-06,246326
1490,3,313,녹번,2023-06,206895
1491,3,314,홍제,2023-06,271535
1492,3,315,무악재,2023-06,66414
1493,3,316,독립문,2023-06,120877
1494,3,317,경복궁,2023-06,437052
1495,3,318,안국,2023-06,479860
1496,3,319,종로3가(3),2023-06,213558
1497,3,320,을지로3가(3),2023-06,137486
1498,3,322,동대입구,2023-06,224739
1499,3,323,약수(3),2023-06,184043
1500,3,324,금호,2023-06,118086
1501,3,325,옥수,2023-06,155952
1502,3,326,압구정,2023-06,663629
1503,3,327,신사,2023-06,581573
1504,3,328,잠원,2023-06,78069
1505,3,329,고속터미널(3),2023-06,738712
1506,3,330,교대(3),2023-06,154110
1507,3,331,남부터미널,2023-06,603628
1508,3,332,양재,2023-06,732842
1509,3,333,매봉,2023-06,227023
1510,3,334,도곡,2023-06,85505
1511,3,335,대치,2023-06,179711
1512,3,336,학여울,2023-06,40968
1513,3,337,대청,2023-06,150932
1514,3,338,일원,2023-06,177357
1515,3,339,수서,2023-06,291122
1516,3,340,가락시장(3),2023-06,117092
1517,3,341,경찰병원,2023-06,134809
1518,3,342,오금(3),2023-06,71881
1519,4,409,당고개,2023-06,115703
1520,4,410,상계,2023-06,264784
1521,4,411,노원(4),2023-06,240577
1522,4,412,창동,2023-06,449202
1523,4,413,쌍문,2023-06,413213
1524,4,414,수유,2023-06,537274
1525,4,415,미아,2023-06,217653
1526,4,416,미아사거리,2023-06,394265
1527,4,417,길음,2023-06,337226
1528,4,418,성신여대입구,2023-06,309732
1529,4,419,한성대입구,2023-06,241148
1530,4,420,혜화,2023-06,682284
1531,4,421,동대문(4),2023-06,341284
1532,4,422,동대문역사문화공원(4),2023-06,155711
1533,4,423,충무로(4),2023-06,447394
1534,4,424,명동,2023-06,649629
1535,4,425,회현,2023-06,537658
1536,4,426,서울역(4),2023-06,355463
1537,4,427,숙대입구,2023-06,238982
1538,4,428,삼각지(4),2023-06,104936
1539,4,429,신용산,2023-06,355887
1540,4,430,이촌,2023-06,216592
1541,4,431,동작,2023-06,39759
1542,4,432,이수(총신대입구),2023-06,442830
1543,4,433,사당(4),2023-06,375562
1544,4,434,남태령,2023-06,24412
1545,5,2511,방화,2023-06,88714
1546,5,2512,개화산,2023-06,75657
1547,5,2513,김포공항(5),2023-06,88017
1548,5,2514,송정,2023-06,60929
1549,5,2515,마곡,2023-06,133258
1550,5,2516,발산,2023-06,276523
1551,5,2517,우장산,2023-06,188572
1552,5,2518,화곡,2023-06,357913
1553,5,2519,까치산(5),2023-06,436198
1554,5,2520,신정,2023-06,149476
1555,5,2521,목동,2023-06,255777
1556,5,2522,오목교,2023-06,338951
1557,5,2523,양평(5),2023-06,95410
1558,5,2524,영등포구청(5),2023-06,27511
1559,5,2525,영등포시장,2023-06,139556
1560,5,2526,신길(5),2023-06,57435
1561,5,2527,여의도(5),2023-06,413457
1562,5,2528,여의나루,2023-06,301419
1563,5,2529,마포,2023-06,250972
1564,5,2530,공덕(5),2023-06,198433
1565,5,2531,애오개,2023-06,105039
1566,5,2532,충정로(5),2023-06,54001
1567,5,2533,서대문,2023-06,299601
1568,5,2534,광화문,2023-06,455383
1569,5,2535,종로3가(5),2023-06,176059
1570,5,2536,을지로4가(5),2023-06,47277
1571,5,2537,동대문역사문화공원(5),2023-06,39014
1572,5,2538,청구(5),2023-06,43479
1573,5,2539,신금호,2023-06,109941
1574,5,2540,행당,2023-06,118357
1575,5,2541,왕십리(5),2023-06,29602
1576,5,2542,마장,2023-06,76906
1577,5,2543,답십리,2023-06,237653
1578,5,2544,장한평,2023-06,342882
1579,5,2545,군자(5),2023-06,157755
1580,5,2546,아차산,2023-06,231963
1581,5,2547,광나루,2023-06,177417
1582,5,2548,천호(5),2023-06,223709
1583,5,2549,강동,2023-06,295880
1584,5,2550,길동,2023-06,119356
1585,5,2551,굽은다리,2023-06,130201
1586,5,2552,명일,2023-06,121534
1587,5,2553,고덕,2023-06,127624
1588,5,2554,상일동,2023-06,201783
1589,5,2555,둔촌동,2023-06,145000
1590,5,2556,올림픽공원(5),2023-06,76582
1591,5,2557,방이,2023-06,108212
1592,5,2558,오금(5),2023-06,36995
1593,5,2559,개롱,2023-06,101165
1594,5,2560,거여,2023-06,162157
1595,5,2561,마천,2023-06,122647
1596,5,2562,강일,2023-06,68683
1597,5,2563,미사,2023-06,221968
1598,5,2564,하남풍산,2023-06,47238
1599,5,2565,하남시청,2023-06,79289
1600,5,2566,하남검단산,2023-06,64781
1601,6,2611,응암,2023-06,302533
1602,6,2612,역촌,2023-06,70582
1603,6,2613,불광(6),2023-06,51962
1604,6,2614,독바위,2023-06,46292
1605,6,2616,구산,2023-06,100722
1606,6,2617,새절,2023-06,203662
1607,6,2618,증산,2023-06,170734
1608,6,2619,디지털미디어시티(6),2023-06,253733
1609,6,2620,월드컵경기장,2023-06,96997
1610,6,2621,마포구청,2023-06,205343
1611,6,2622,망원,2023-06,271807
1612,6,2623,합정(6),2023-06,124103
1613,6,2624,상수,2023-06,206693
1614,6,2625,광흥창,2023-06,128679
1615,6,2626,대흥,2023-06,151229
1616,6,2627,공덕(6),2023-06,251262
1617,6,2628,효창공원앞,2023-06,113673
1618,6,2629,삼각지(6),2023-06,74894
1619,6,2630,녹사평,2023-06,93639
1620,6,2631,이태원,2023-06,265337
1621,6,2632,한강진,2023-06,219361
1622,6,2633,버티고개,2023-06,40557
1623,6,2634,약수(6),2023-06,56662
1624,6,2635,청구(6),2023-06,45535
1625,6,2636,신당(6),2023-06,121007
1626,6,2637,동묘앞(6),2023-06,149917
1627,6,2638,창신,2023-06,59373
1628,6,2639,보문,2023-06,116356
1629,6,2640,안암,2023-06,254952
1630,6,2641,고려대,2023-06,161684
1631,6,2642,월곡,2023-06,227109
1632,6,2643,상월곡,2023-06,117482
1633,6,2644,돌곶이,2023-06,177273
1634,6,2645,석계(6),2023-06,249734
1635,6,2646,태릉입구(6),2023-06,94984
1636,6,2647,화랑대,2023-06,189015
1637,6,2648,봉화산,2023-06,164741
1638,7,2711,장암,2023-06,17750
1639,7,2712,도봉산(7),2023-06,159054
1640,7,2713,수락산,2023-06,196709
1641,7,2714,마들,2023-06,197546
1642,7,2715,노원(7),2023-06,244808
1643,7,2716,중계,2023-06,218759
1644,7,2717,하계,2023-06,267241
1645,7,2718,공릉,2023-06,187010
1646,7,2719,태릉입구(7),2023-06,106482
1647,7,2720,먹골,2023-06,152174
1648,7,2721,중화,2023-06,143534
1649,7,2722,상봉(7),2023-06,239840
1650,7,2723,면목,2023-06,238874
1651,7,2724,사가정,2023-06,253191
1652,7,2725,용마산,2023-06,97535
1653,7,2726,중곡,2023-06,170605
1654,7,2727,군자(7),2023-06,142548
1655,7,2728,어린이대공원,2023-06,274534
1656,7,2729,건대입구(7),2023-06,166751
1657,7,2730,뚝섬유원지,2023-06,155985
1658,7,2731,청담,2023-06,266181
1659,7,2732,강남구청,2023-06,222308
1660,7,2733,학동,2023-06,352063
1661,7,2734,논현,2023-06,210809
1662,7,2735,반포,2023-06,70575
1663,7,2736,고속터미널(7),2023-06,186248
1664,7,2737,내방,2023-06,207542
1665,7,2738,이수(7),2023-06,229004
1666,7,2739,남성,2023-06,166187
1667,7,2740,숭실대입구,2023-06,205133
1668,7,2741,상도,2023-06,163005
1669,7,2742,장승배기,2023-06,117626
1670,7,2743,신대방삼거리,2023-06,202251
1671,7,2744,보라매,2023-06,92705
1672,7,2745,신풍,2023-06,162535
1673,7,2746,대림(7),2023-06,124998
1674,7,2747,남구로,2023-06,255763
1675,7,2748,가산디지털단지(7),2023-06,783299
1676,7,2749,철산,2023-06,398392
1677,7,2750,광명사거리,2023-06,348226
1678,7,2751,천왕,2023-06,163833
1679,7,2752,온수(7),2023-06,135696
1680,8,2811,암사,2023-06,323507
1681,8,2812,천호(8),2023-06,238411
1682,8,2813,강동구청,2023-06,202721
1683,8,2814,몽촌토성,2023-06,126060
1684,8,2815,잠실(8),2023-06,239442
1685,8,2816,석촌(8),2023-06,161903
1686,8,2817,송파,2023-06,167077
1687,8,2818,가락시장(8),2023-06,125461
1688,8,2819,문정,2023-06,425708
1689,8,2820,장지,2023-06,305906
1690,8,2821,복정(8),2023-06,181666
1691,8,2822,산성,2023-06,93229
1692,8,2823,남한산성입구,2023-06,226777
1693,8,2824,단대오거리,2023-06,209279
1694,8,2825,신흥,2023-06,88936
1695,8,2826,수진,2023-06,75674
1696,8,2827,모란(8),2023-06,19689
1697,8,2828,남위례,2023-06,121845
1698,9,4126,언주,2023-06,256316
1699,9,4127,선정릉,2023-06,253698
1700,9,4128,삼성중앙,2023-06,176054
1701,9,4129,봉은사,2023-06,553359
1702,9,4130,종합운동장(9),2023-06,125187
1703,9,4131,삼전,2023-06,145826
1704,9,4132,석촌고분,2023-06,145033
1705,9,4133,석촌(9),2023-06,182570
1706,9,4134,송파나루,2023-06,119464
1707,9,4135,한성백제,2023-06,52459
1708,9,4136,올림픽공원(9),2023-06,236276
1709,9,4137,둔촌오륜,2023-06,20996
1710,9,4138,중앙보훈병원,2023-06,226277
1711,1,150,서울역(1),2023-07,1029082
1712,1,151,시청(1),2023-07,550197
1713,1,152,종각,2023-07,926507
1714,1,153,종로3가(1),2023-07,420985
1715,1,154,종로5가,2023-07,560392
1716,1,155,동대문(1),2023-07,204504
1717,1,156,신설동(1),2023-07,243126
1718,1,157,제기동,2023-07,362400
1719,1,158,청량리,2023-07,414013
1720,1,159,동묘앞(1),2023-07,182030
1721,2,201,시청(2),2023-07,351140
1722,2,202,을지로입구,2023-07,712304
1723,2,203,을지로3가(2),2023-07,341509
1724,2,204,을지로4가(2),2023-07,157330
1725,2,205,동대문역사문화공원(2),2023-07,148411
1726,2,206,신당(2),2023-07,195122
1727,2,207,상왕십리,2023-07,197169
1728,2,208,왕십리(2),2023-07,165914
1729,2,209,한양대,2023-07,133939
1730,2,210,뚝섬,2023-07,388295
1731,2,211,성수,2023-07,694837
1732,2,212,건대입구(2),2023-07,379115
1733,2,213,구의,2023-07,267358
1734,2,214,강변,2023-07,321071
1735,2,215,잠실나루,2023-07,182313
1736,2,216,잠실(2),2023-07,844297
1737,2,217,잠실새내,2023-07,264366
1738,2,218,종합운동장(2),2023-07,217894
1739,2,219,삼성,2023-07,741125
1740,2,220,선릉,2023-07,593647
1741,2,221,역삼,2023-07,782839
1742,2,222,강남,2023-07,868563
1743,2,223,교대(2),2023-07,383585
1744,2,224,서초,2023-07,258064
1745,2,225,방배,2023-07,172766
1746,2,226,사당(2),2023-07,426778
1747,2,227,낙성대,2023-07,328818
1748,2,228,서울대입구,2023-07,534655
1749,2,229,봉천,2023-07,262885
1750,2,230,신림,2023-07,645907
1751,2,231,신대방,2023-07,316436
1752,2,232,구로디지털단지,2023-07,764867
1753,2,233,대림(2),2023-07,289740
1754,2,234,신도림,2023-07,740286
1755,2,235,문래,2023-07,341632
1756,2,236,영등포구청(2),2023-07,273631
1757,2,237,당산,2023-07,235676
1758,2,238,합정(2),2023-07,505137
1759,2,239,홍대입구,2023-07,1246365
1760,2,240,신촌,2023-07,557694
1761,2,241,이대,2023-07,230070
1762,2,242,아현,2023-07,126551
1763,2,243,충정로(2),2023-07,120326
1764,2,244,용답,2023-07,22355
1765,2,245,신답,2023-07,9692
1766,2,246,신설동(2),2023-07,53432
1767,2,247,도림천,2023-07,22607
1768,2,248,양천구청,2023-07,112805
1769,2,249,신정네거리,2023-07,169699
1770,2,250,용두,2023-07,21419
1771,3,309,지축,2023-07,120884
1772,3,310,구파발,2023-07,361646
1773,3,311,연신내(3),2023-07,458728
1774,3,312,불광(3),2023-07,237366
1775,3,313,녹번,2023-07,203740
1776,3,314,홍제,2023-07,260476
1777,3,315,무악재,2023-07,65608
1778,3,316,독립문,2023-07,106618
1779,3,317,경복궁,2023-07,397947
1780,3,318,안국,2023-07,465324
1781,3,319,종로3가(3),2023-07,209835
1782,3,320,을지로3가(3),2023-07,138599
1783,3,322,동대입구,2023-07,198544
1784,3,323,약수(3),2023-07,182470
1785,3,324,금호,2023-07,115205
1786,3,325,옥수,2023-07,152949
1787,3,326,압구정,2023-07,677522
1788,3,327,신사,2023-07,582491
1789,3,328,잠원,2023-07,77410
1790,3,329,고속터미널(3),2023-07,766818
1791,3,330,교대(3),2023-07,149727
1792,3,331,남부터미널,2023-07,596260
1793,3,332,양재,2023-07,718816
1794,3,333,매봉,2023-07,226748
1795,3,334,도곡,2023-07,82713
1796,3,335,대치,2023-07,185924
1797,3,336,학여울,2023-07,35769
1798,3,337,대청,2023-07,151555
1799,3,338,일원,2023-07,174715
1800,3,339,수서,2023-07,289295
1801,3,340,가락시장(3),2023-07,114228
1802,3,341,경찰병원,2023-07,135374
1803,3,342,오금(3),2023-07,70651
1804,4,409,당고개,2023-07,115456
1805,4,410,상계,2023-07,259100
1806,4,411,노원(4),2023-07,239996
1807,4,412,창동,2023-07,440887
1808,4,413,쌍문,2023-07,406010
1809,4,414,수유,2023-07,528077
1810,4,415,미아,2023-07,206788
1811,4,416,미아사거리,2023-07,388478
1812,4,417,길음,2023-07,310513
1813,4,418,성신여대입구,2023-07,289859
1814,4,419,한성대입구,2023-07,216223
1815,4,420,혜화,2023-07,696209
1816,4,421,동대문(4),2023-07,337299
1817,4,422,동대문역사문화공원(4),2023-07,156749
1818,4,423,충무로(4),2023-07,418178
1819,4,424,명동,2023-07,626920
1820,4,425,회현,2023-07,511970
1821,4,426,서울역(4),2023-07,354360
1822,4,427,숙대입구,2023-07,223462
1823,4,428,삼각지(4),2023-07,105333
1824,4,429,신용산,2023-07,363428
1825,4,430,이촌,2023-07,231560
1826,4,431,동작,2023-07,29004
1827,4,432,이수(총신대입구),2023-07,436578
1828,4,433,사당(4),2023-07,355266
1829,4,434,남태령,2023-07,23218
1830,5,2511,방화,2023-07,90414
1831,5,2512,개화산,2023-07,77533
1832,5,2513,김포공항(5),2023-07,80729
1833,5,2514,송정,2023-07,61484
1834,5,2515,마곡,2023-07,140298
1835,5,2516,발산,2023-07,281587
1836,5,2517,우장산,2023-07,183280
1837,5,2518,화곡,2023-07,344522
1838,5,2519,까치산(5),2023-07,428893
1839,5,2520,신정,2023-07,147347
1840,5,2521,목동,2023-07,247083
1841,5,2522,오목교,2023-07,338365
1842,5,2523,양평(5),2023-07,97471
1843,5,2524,영등포구청(5),2023-07,27858
1844,5,2525,영등포시장,2023-07,140390
1845,5,2526,신길(5),2023-07,58830
1846,5,2527,여의도(5),2023-07,425348
1847,5,2528,여의나루,2023-07,258723
1848,5,2529,마포,2023-07,251893
1849,5,2530,공덕(5),2023-07,195423
1850,5,2531,애오개,2023-07,104139
1851,5,2532,충정로(5),2023-07,52673
1852,5,2533,서대문,2023-07,297026
1853,5,2534,광화문,2023-07,457776
1854,5,2535,종로3가(5),2023-07,174621
1855,5,2536,을지로4가(5),2023-07,45627
1856,5,2537,동대문역사문화공원(5),2023-07,39755
1857,5,2538,청구(5),2023-07,44368
1858,5,2539,신금호,2023-07,107426
1859,5,2540,행당,2023-07,116553
1860,5,2541,왕십리(5),2023-07,29674
1861,5,2542,마장,2023-07,76597
1862,5,2543,답십리,2023-07,236588
1863,5,2544,장한평,2023-07,341893
1864,5,2545,군자(5),2023-07,153266
1865,5,2546,아차산,2023-07,218140
1866,5,2547,광나루,2023-07,171093
1867,5,2548,천호(5),2023-07,221823
1868,5,2549,강동,2023-07,295002
1869,5,2550,길동,2023-07,119269
1870,5,2551,굽은다리,2023-07,128809
1871,5,2552,명일,2023-07,117386
1872,5,2553,고덕,2023-07,124095
1873,5,2554,상일동,2023-07,197840
1874,5,2555,둔촌동,2023-07,143061
1875,5,2556,올림픽공원(5),2023-07,68158
1876,5,2557,방이,2023-07,108648
1877,5,2558,오금(5),2023-07,35297
1878,5,2559,개롱,2023-07,99770
1879,5,2560,거여,2023-07,158454
1880,5,2561,마천,2023-07,117353
1881,5,2562,강일,2023-07,66868
1882,5,2563,미사,2023-07,215820
1883,5,2564,하남풍산,2023-07,45551
1884,5,2565,하남시청,2023-07,76581
1885,5,2566,하남검단산,2023-07,64274
1886,6,2611,응암,2023-07,297246
1887,6,2612,역촌,2023-07,72728
1888,6,2613,불광(6),2023-07,50798
1889,6,2614,독바위,2023-07,46136
1890,6,2616,구산,2023-07,102031
1891,6,2617,새절,2023-07,195956
1892,6,2618,증산,2023-07,166194
1893,6,2619,디지털미디어시티(6),2023-07,247456
1894,6,2620,월드컵경기장,2023-07,139691
1895,6,2621,마포구청,2023-07,203781
1896,6,2622,망원,2023-07,270289
1897,6,2623,합정(6),2023-07,126902
1898,6,2624,상수,2023-07,207728
1899,6,2625,광흥창,2023-07,128834
1900,6,2626,대흥,2023-07,139628
1901,6,2627,공덕(6),2023-07,250099
1902,6,2628,효창공원앞,2023-07,106790
1903,6,2629,삼각지(6),2023-07,72062
1904,6,2630,녹사평,2023-07,91823
1905,6,2631,이태원,2023-07,259646
1906,6,2632,한강진,2023-07,210580
1907,6,2633,버티고개,2023-07,40562
1908,6,2634,약수(6),2023-07,56516
1909,6,2635,청구(6),2023-07,45767
1910,6,2636,신당(6),2023-07,121649
1911,6,2637,동묘앞(6),2023-07,143364
1912,6,2638,창신,2023-07,56860
1913,6,2639,보문,2023-07,115699
1914,6,2640,안암,2023-07,217628
1915,6,2641,고려대,2023-07,150628
1916,6,2642,월곡,2023-07,215841
1917,6,2643,상월곡,2023-07,109953
1918,6,2644,돌곶이,2023-07,175823
1919,6,2645,석계(6),2023-07,243579
1920,6,2646,태릉입구(6),2023-07,87451
1921,6,2647,화랑대,2023-07,172151
1922,6,2648,봉화산,2023-07,162362
1923,7,2711,장암,2023-07,18228
1924,7,2712,도봉산(7),2023-07,147099
1925,7,2713,수락산,2023-07,192239
1926,7,2714,마들,2023-07,193747
1927,7,2715,노원(7),2023-07,244562
1928,7,2716,중계,2023-07,212802
1929,7,2717,하계,2023-07,260065
1930,7,2718,공릉,2023-07,181913
1931,7,2719,태릉입구(7),2023-07,96225
1932,7,2720,먹골,2023-07,151119
1933,7,2721,중화,2023-07,142453
1934,7,2722,상봉(7),2023-07,239182
1935,7,2723,면목,2023-07,225150
1936,7,2724,사가정,2023-07,245649
1937,7,2725,용마산,2023-07,93228
1938,7,2726,중곡,2023-07,167993
1939,7,2727,군자(7),2023-07,142884
1940,7,2728,어린이대공원,2023-07,211652
1941,7,2729,건대입구(7),2023-07,159896
1942,7,2730,뚝섬유원지,2023-07,137317
1943,7,2731,청담,2023-07,260869
1944,7,2732,강남구청,2023-07,219003
1945,7,2733,학동,2023-07,350185
1946,7,2734,논현,2023-07,211639
1947,7,2735,반포,2023-07,70085
1948,7,2736,고속터미널(7),2023-07,185145
1949,7,2737,내방,2023-07,208516
1950,7,2738,이수(7),2023-07,231262
1951,7,2739,남성,2023-07,161492
1952,7,2740,숭실대입구,2023-07,169299
1953,7,2741,상도,2023-07,147090
1954,7,2742,장승배기,2023-07,117360
1955,7,2743,신대방삼거리,2023-07,201200
1956,7,2744,보라매,2023-07,90339
1957,7,2745,신풍,2023-07,161219
1958,7,2746,대림(7),2023-07,127182
1959,7,2747,남구로,2023-07,260421
1960,7,2748,가산디지털단지(7),2023-07,794771
1961,7,2749,철산,2023-07,392092
1962,7,2750,광명사거리,2023-07,338525
1963,7,2751,천왕,2023-07,161327
1964,7,2752,온수(7),2023-07,123993
1965,8,2811,암사,2023-07,317706
1966,8,2812,천호(8),2023-07,237047
1967,8,2813,강동구청,2023-07,200335
1968,8,2814,몽촌토성,2023-07,121043
1969,8,2815,잠실(8),2023-07,257308
1970,8,2816,석촌(8),2023-07,158251
1971,8,2817,송파,2023-07,167937
1972,8,2818,가락시장(8),2023-07,121191
1973,8,2819,문정,2023-07,424897
1974,8,2820,장지,2023-07,301630
1975,8,2821,복정(8),2023-07,169542
1976,8,2822,산성,2023-07,88328
1977,8,2823,남한산성입구,2023-07,202403
1978,8,2824,단대오거리,2023-07,200805
1979,8,2825,신흥,2023-07,88402
1980,8,2826,수진,2023-07,77562
1981,8,2827,모란(8),2023-07,19273
1982,8,2828,남위례,2023-07,115667
1983,9,4126,언주,2023-07,265679
1984,9,4127,선정릉,2023-07,245669
1985,9,4128,삼성중앙,2023-07,182910
1986,9,4129,봉은사,2023-07,601455
1987,9,4130,종합운동장(9),2023-07,120867
1988,9,4131,삼전,2023-07,148879
1989,9,4132,석촌고분,2023-07,147292
1990,9,4133,석촌(9),2023-07,179100
1991,9,4134,송파나루,2023-07,124202
1992,9,4135,한성백제,2023-07,50565
1993,9,4136,올림픽공원(9),2023-07,209925
1994,9,4137,둔촌오륜,2023-07,19837
1995,9,4138,중앙보훈병원,2023-07,225157
1996,1,150,서울역(1),2023-08,1010764
1997,1,151,시청(1),2023-08,554414
1998,1,152,종각,2023-08,909672
1999,1,153,종로3가(1),2023-08,396765
2000,1,154,종로5가,2023-08,547604
2001,1,155,동대문(1),2023-08,193547
2002,1,156,신설동(1),2023-08,235559
2003,1,157,제기동,2023-08,364911
2004,1,158,청량리,2023-08,422398
2005,1,159,동묘앞(1),2023-08,178941
2006,2,201,시청(2),2023-08,352626
2007,2,202,을지로입구,2023-08,696906
2008,2,203,을지로3가(2),2023-08,336996
2009,2,204,을지로4가(2),2023-08,157139
2010,2,205,동대문역사문화공원(2),2023-08,139389
2011,2,206,신당(2),2023-08,190148
2012,2,207,상왕십리,2023-08,192923
2013,2,208,왕십리(2),2023-08,161768
2014,2,209,한양대,2023-08,119634
2015,2,210,뚝섬,2023-08,388368
2016,2,211,성수,2023-08,674509
2017,2,212,건대입구(2),2023-08,367376
2018,2,213,구의,2023-08,264607
2019,2,214,강변,2023-08,316078
2020,2,215,잠실나루,2023-08,178238
2021,2,216,잠실(2),2023-08,828884
2022,2,217,잠실새내,2023-08,253122
2023,2,218,종합운동장(2),2023-08,168754
2024,2,219,삼성,2023-08,711265
2025,2,220,선릉,2023-08,589760
2026,2,221,역삼,2023-08,772424
2027,2,222,강남,2023-08,824822
2028,2,223,교대(2),2023-08,378095
2029,2,224,서초,2023-08,253891
2030,2,225,방배,2023-08,167738
2031,2,226,사당(2),2023-08,414064
2032,2,227,낙성대,2023-08,323407
2033,2,228,서울대입구,2023-08,516803
2034,2,229,봉천,2023-08,258887
2035,2,230,신림,2023-08,611370
2036,2,231,신대방,2023-08,310620
2037,2,232,구로디지털단지,2023-08,753998
2038,2,233,대림(2),2023-08,279174
2039,2,234,신도림,2023-08,727760
2040,2,235,문래,2023-08,335842
2041,2,236,영등포구청(2),2023-08,266629
2042,2,237,당산,2023-08,227822
2043,2,238,합정(2),2023-08,491596
2044,2,239,홍대입구,2023-08,1215379
2045,2,240,신촌,2023-08,536537
2046,2,241,이대,2023-08,219536
2047,2,242,아현,2023-08,122557
2048,2,243,충정로(2),2023-08,117729
2049,2,244,용답,2023-08,21635
2050,2,245,신답,2023-08,9430
2051,2,246,신설동(2),2023-08,50758
2052,2,247,도림천,2023-08,22323
2053,2,248,양천구청,2023-08,110196
2054,2,249,신정네거리,2023-08,166774
2055,2,250,용두,2023-08,21338
2056,3,309,지축,2023-08,121569
2057,3,310,구파발,2023-08,355086
2058,3,311,연신내(3),2023-08,449885
2059,3,312,불광(3),2023-08,233111
2060,3,313,녹번,2023-08,197955
2061,3,314,홍제,2023-08,254600
2062,3,315,무악재,2023-08,64325
2063,3,316,독립문,2023-08,111261
2064,3,317,경복궁,2023-08,386565
2065,3,318,안국,2023-08,458472
2066,3,319,종로3가(3),2023-08,199745
2067,3,320,을지로3가(3),2023-08,135866
2068,3,322,동대입구,2023-08,180740
2069,3,323,약수(3),2023-08,178065
2070,3,324,금호,2023-08,113748
2071,3,325,옥수,2023-08,147881
2072,3,326,압구정,2023-08,633510
2073,3,327,신사,2023-08,564690
2074,3,328,잠원,2023-08,75261
2075,3,329,고속터미널(3),2023-08,727054
2076,3,330,교대(3),2023-08,147377
2077,3,331,남부터미널,2023-08,587875
2078,3,332,양재,2023-08,696664
2079,3,333,매봉,2023-08,223315
2080,3,334,도곡,2023-08,78686
2081,3,335,대치,2023-08,185169
2082,3,336,학여울,2023-08,51598
2083,3,337,대청,2023-08,147838
2084,3,338,일원,2023-08,173015
2085,3,339,수서,2023-08,286254
2086,3,340,가락시장(3),2023-08,110831
2087,3,341,경찰병원,2023-08,134383
2088,3,342,오금(3),2023-08,69914
2089,4,409,당고개,2023-08,114407
2090,4,410,상계,2023-08,256883
2091,4,411,노원(4),2023-08,234931
2092,4,412,창동,2023-08,431175
2093,4,413,쌍문,2023-08,401044
2094,4,414,수유,2023-08,514993
2095,4,415,미아,2023-08,204101
2096,4,416,미아사거리,2023-08,379208
2097,4,417,길음,2023-08,302808
2098,4,418,성신여대입구,2023-08,283364
2099,4,419,한성대입구,2023-08,215899
2100,4,420,혜화,2023-08,688091
2101,4,421,동대문(4),2023-08,311976
2102,4,422,동대문역사문화공원(4),2023-08,153892
2103,4,423,충무로(4),2023-08,415493
2104,4,424,명동,2023-08,634908
2105,4,425,회현,2023-08,482536
2106,4,426,서울역(4),2023-08,348679
2107,4,427,숙대입구,2023-08,215648
2108,4,428,삼각지(4),2023-08,101470
2109,4,429,신용산,2023-08,353607
2110,4,430,이촌,2023-08,226813
2111,4,431,동작,2023-08,27604
2112,4,432,이수(총신대입구),2023-08,423521
2113,4,433,사당(4),2023-08,345371
2114,4,434,남태령,2023-08,24518
2115,5,2511,방화,2023-08,88193
2116,5,2512,개화산,2023-08,76058
2117,5,2513,김포공항(5),2023-08,79302
2118,5,2514,송정,2023-08,60276
2119,5,2515,마곡,2023-08,137990
2120,5,2516,발산,2023-08,277642
2121,5,2517,우장산,2023-08,180599
2122,5,2518,화곡,2023-08,337759
2123,5,2519,까치산(5),2023-08,420180
2124,5,2520,신정,2023-08,144306
2125,5,2521,목동,2023-08,242321
2126,5,2522,오목교,2023-08,326594
2127,5,2523,양평(5),2023-08,95342
2128,5,2524,영등포구청(5),2023-08,27196
2129,5,2525,영등포시장,2023-08,135636
2130,5,2526,신길(5),2023-08,57009
2131,5,2527,여의도(5),2023-08,422848
2132,5,2528,여의나루,2023-08,265554
2133,5,2529,마포,2023-08,247171
